,gpsmid.csv,emftriple.csv,fluent-nhibernate.csv,columba.csv
columba.csv,0.62,0.17,0.31,0.96
emftriple.csv,0.0,1.0,0.0,0.21
fluent-nhibernate.csv,0.24,0.0,0.97,0.23
gpsmid.csv,1.0,0.08,0.38,0.49
