,gpsmid.csv,emftriple.csv,fluent-nhibernate.csv,columba.csv
columba.csv,0.51,0.45,0.82,0.94
emftriple.csv,0.0,1.0,0.0,0.14
fluent-nhibernate.csv,0.14,0.0,0.94,0.14
gpsmid.csv,1.0,0.27,0.76,0.46
