,jmoney.csv,array4j.csv,dxengine.csv,sblim.csv,jmonkeyengine.csv,chaperon.csv,calcubetimer.csv,matrex.csv,roolo.csv,jas.csv,primefaces.csv,chaosrts.csv,factor.csv,emono.csv
array4j.csv,0.86,0.93,0.92,0.93,0.68,0.86,0.54,0.93,0.79,0.88,0.5,0.86,0.0,0.96
calcubetimer.csv,0.33,0.41,0.41,0.5,0.35,0.45,0.43,0.33,0.39,0.43,0.32,0.37,0.77,0.43
chaosrts.csv,0.3,0.39,0.4,0.5,0.34,0.41,0.4,0.33,0.41,0.42,0.32,0.41,0.77,0.43
chaperon.csv,0.86,0.67,0.88,0.0,0.9,0.75,0.95,0.0,0.92,0.93,0.86,0.91,0.93,0.91
dxengine.csv,0.47,0.93,0.56,0.63,0.91,0.75,0.71,0.81,0.68,0.67,0.8,0.69,0.72,0.7
emono.csv,0.77,0.9,0.54,0.96,0.65,0.94,0.71,0.89,0.89,0.84,0.54,0.71,0.83,0.53
factor.csv,0.0,0.5,0.67,0.86,0.88,0.0,0.7,0.5,0.86,0.8,0.83,0.75,0.51,0.0
jas.csv,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.91,0.0,0.0
jmoney.csv,0.5,0.89,0.67,0.52,0.65,0.83,0.42,0.59,0.67,0.89,0.88,0.51,0.86,0.76
jmonkeyengine.csv,0.92,0.76,0.9,0.95,0.88,0.89,0.83,0.92,0.77,0.95,0.83,0.95,0.49,0.92
matrex.csv,0.44,0.8,0.86,0.81,0.93,0.88,0.5,0.45,0.67,0.92,0.0,0.44,0.75,0.67
primefaces.csv,0.56,0.45,0.46,0.74,0.46,0.45,0.75,0.49,0.5,0.46,0.44,0.63,0.85,0.51
roolo.csv,0.91,0.77,0.0,0.84,0.88,0.86,0.67,0.95,0.84,0.97,0.75,0.81,0.0,0.5
sblim.csv,0.0,0.75,0.5,0.81,0.0,0.67,0.67,0.93,0.67,0.75,0.75,0.8,0.61,0.5
