,jmoney.csv,array4j.csv,dxengine.csv,sblim.csv,jmonkeyengine.csv,chaperon.csv,calcubetimer.csv,matrex.csv,roolo.csv,jas.csv,primefaces.csv,chaosrts.csv,factor.csv,emono.csv
array4j.csv,0.1,0.0,0.18,0.17,0.4,0.15,0.0,0.11,0.22,0.07,0.41,0.0,0.0,0.12
calcubetimer.csv,0.93,0.6,1.0,0.75,1.0,0.62,0.0,0.56,0.7,0.57,0.67,0.84,0.48,1.0
chaosrts.csv,0.73,0.6,0.98,0.64,0.82,0.71,0.5,0.71,0.78,0.63,0.67,0.0,0.48,1.0
chaperon.csv,0.2,0.05,0.16,0.0,0.34,0.0,0.25,0.0,0.16,0.12,0.11,0.21,0.26,0.07
dxengine.csv,0.41,0.17,0.0,0.18,0.1,0.06,0.75,0.12,0.38,0.22,0.11,0.26,0.52,0.26
emono.csv,0.15,0.24,0.22,0.27,0.28,0.31,0.0,0.15,0.11,0.44,0.48,0.53,0.17,0.02
factor.csv,0.0,0.03,0.06,0.05,0.08,0.02,0.0,0.03,0.16,0.04,0.04,0.0,0.0,0.0
jas.csv,0.05,0.02,0.0,0.0,0.02,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
jmoney.csv,0.0,0.11,0.14,0.2,0.28,0.1,0.0,0.11,0.24,0.08,0.22,0.37,0.22,0.07
jmonkeyengine.csv,0.24,0.38,0.1,0.18,0.0,0.17,0.0,0.11,0.38,0.17,0.11,0.11,0.39,0.02
matrex.csv,0.27,0.17,0.08,0.12,0.24,0.15,0.0,0.0,0.03,0.27,0.0,0.63,0.13,0.05
primefaces.csv,0.68,0.56,0.84,0.39,0.5,0.6,0.75,0.61,0.57,0.51,0.0,0.26,0.39,0.79
roolo.csv,0.07,0.17,0.02,0.32,0.1,0.15,0.0,0.09,0.0,0.32,0.07,0.32,0.04,0.02
sblim.csv,0.0,0.06,0.0,0.0,0.0,0.06,0.0,0.19,0.08,0.03,0.11,0.0,0.35,0.02
