,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,roolo.csv,primefaces.csv,web-cat.csv
cleartk.csv,0.82,0.77,0.65,0.0,0.65,0.84,0.61,0.85,0.63,0.73,0.68,0.77,0.77,0.84
encog-cs.csv,1.37,0.67,0.86,0.94,0.71,0.84,1.01,0.57,0.03,0.82,0.9,0.89,1.0,0.86
extprosys.csv,0.73,0.89,0.06,0.84,0.8,0.65,0.87,0.44,0.69,0.77,0.77,0.8,0.88,0.57
intact.csv,1.22,0.84,0.85,0.68,0.82,0.03,0.82,0.7,0.67,0.71,0.45,0.86,0.93,0.74
japano.csv,0.62,1.01,0.93,0.89,0.7,0.94,0.91,0.0,0.55,0.68,0.82,0.64,0.83,0.91
lockss.csv,0.11,0.86,0.93,0.9,0.86,0.97,0.97,0.96,0.82,0.05,0.69,0.86,0.95,1.01
officefloor.csv,1.0,0.94,0.88,0.8,0.74,0.82,0.82,0.8,0.99,0.94,0.11,0.57,0.71,0.7
opennms.csv,1.01,0.84,0.91,0.82,0.07,0.88,0.83,0.93,0.75,0.87,0.92,0.66,0.7,0.78
primefaces.csv,0.56,0.88,0.91,0.66,0.69,0.67,0.68,0.94,0.74,0.81,0.84,0.79,0.04,0.69
rohxel.csv,0.99,1.01,0.97,0.74,0.94,0.79,0.0,0.89,0.99,0.95,0.82,0.87,1.01,0.94
roolo.csv,0.32,0.88,0.83,0.77,0.77,0.79,0.92,0.72,0.8,0.6,0.55,0.06,0.76,0.71
sevenupdate.csv,1.3,0.0,1.0,1.01,0.79,0.85,0.69,0.96,0.88,0.7,0.96,0.79,0.69,0.81
web-cat.csv,1.02,0.82,0.87,0.83,0.76,0.95,0.84,0.76,0.95,0.83,0.92,0.75,0.86,0.05
