,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,roolo.csv,primefaces.csv,web-cat.csv
cleartk.csv,0.01,0.88,0.32,1.0,0.31,0.24,0.82,0.92,0.41,0.19,0.04,0.32,0.56,0.35
encog-cs.csv,0.0,0.92,0.28,0.87,0.3,0.29,0.76,0.96,1.0,0.17,0.02,0.37,0.58,0.37
extprosys.csv,0.01,0.87,0.98,0.87,0.3,0.34,0.76,0.97,0.42,0.24,0.03,0.35,0.51,0.48
intact.csv,0.0,0.9,0.4,0.89,0.21,1.0,0.8,0.97,0.53,0.2,0.05,0.3,0.58,0.71
japano.csv,0.02,0.88,0.29,0.87,0.27,0.24,0.79,1.0,0.47,0.22,0.03,0.39,0.57,0.38
lockss.csv,0.08,1.0,0.33,0.92,0.33,0.33,1.0,0.8,0.63,1.0,0.05,0.38,0.5,0.0
officefloor.csv,0.0,1.0,0.23,0.89,0.35,0.24,0.75,0.94,0.08,0.09,1.0,0.44,0.59,0.43
opennms.csv,0.0,1.0,0.28,0.88,1.0,0.29,0.72,0.86,0.61,0.3,0.03,0.38,0.6,0.33
primefaces.csv,0.02,0.88,0.28,0.89,0.31,0.31,0.79,0.89,0.37,0.19,0.02,0.3,0.98,0.41
rohxel.csv,0.01,0.88,0.28,0.89,0.27,0.31,1.0,0.94,0.36,0.2,0.03,0.33,0.56,0.38
roolo.csv,0.03,0.84,0.53,0.96,0.26,0.35,1.0,0.97,0.52,0.31,0.06,0.95,0.56,0.41
sevenupdate.csv,0.0,1.0,0.28,0.86,0.22,0.27,0.79,0.91,0.36,0.22,0.03,0.3,0.63,0.4
web-cat.csv,0.0,1.0,0.5,0.84,0.41,0.15,0.74,0.92,0.6,0.27,0.01,0.32,0.5,1.0
