,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,roolo.csv,primefaces.csv,web-cat.csv
cleartk.csv,1.0,0.61,0.68,1.0,0.46,0.53,0.72,0.66,0.59,0.45,0.89,0.35,0.55,0.68
encog-cs.csv,0.0,0.94,0.85,0.86,0.79,0.83,0.9,0.9,0.97,0.59,0.68,0.95,0.95,0.79
extprosys.csv,1.0,0.69,0.94,0.71,0.93,0.73,0.72,0.71,0.88,1.0,0.63,0.75,0.52,0.58
intact.csv,0.0,0.94,0.15,0.54,0.43,0.97,0.92,0.3,0.35,0.41,0.71,0.6,0.88,0.26
japano.csv,1.0,0.88,0.96,0.75,0.54,0.7,0.95,1.0,0.59,0.77,0.92,0.55,0.7,0.89
lockss.csv,1.0,0.14,0.08,0.11,0.14,0.03,0.03,0.06,0.18,0.95,0.34,0.15,0.05,0.0
officefloor.csv,0.0,0.06,0.13,0.85,0.29,0.27,0.62,0.81,0.02,0.09,0.89,0.75,0.48,0.84
opennms.csv,0.0,0.16,0.09,0.2,0.93,0.13,0.46,0.1,0.26,0.14,0.08,0.5,0.52,0.37
primefaces.csv,1.0,0.71,0.87,0.56,0.39,0.5,0.59,0.47,0.33,0.23,0.45,0.45,1.0,0.68
rohxel.csv,1.0,0.9,0.92,0.81,0.96,0.87,1.0,0.94,1.0,1.0,0.89,0.75,0.88,0.95
roolo.csv,1.0,0.43,0.17,0.23,0.29,0.23,0.08,0.29,0.21,0.45,0.5,0.95,0.45,0.37
sevenupdate.csv,0.0,1.0,1.0,0.86,0.46,0.73,0.49,0.63,0.86,0.77,0.97,0.45,0.72,0.89
web-cat.csv,0.0,0.18,0.13,0.4,0.25,0.07,0.59,0.38,0.05,0.18,0.13,0.45,0.18,0.95
