,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,roolo.csv,primefaces.csv,web-cat.csv
cleartk.csv,0.35,0.41,0.51,0.37,0.62,0.46,0.41,0.43,0.48,0.52,0.41,0.5,0.44,0.41
encog-cs.csv,0.32,0.46,0.55,0.39,0.46,0.4,0.39,0.52,0.62,0.55,0.53,0.44,0.32,0.37
extprosys.csv,0.39,0.51,0.76,0.46,0.38,0.45,0.46,0.62,0.36,0.44,0.55,0.51,0.54,0.52
intact.csv,0.38,0.45,0.95,0.48,0.47,0.72,0.4,0.59,0.86,0.53,0.59,0.47,0.37,0.86
japano.csv,0.42,0.45,0.49,0.39,0.58,0.4,0.36,0.49,0.57,0.45,0.44,0.61,0.35,0.36
lockss.csv,0.92,0.86,0.92,0.92,0.92,0.67,0.0,0.9,0.95,0.9,0.95,0.88,0.75,0.75
officefloor.csv,0.75,0.67,0.97,0.41,0.96,0.88,0.5,0.57,0.92,0.96,0.97,0.68,0.69,0.41
opennms.csv,0.94,0.88,0.94,0.92,0.81,0.93,0.52,0.93,0.96,0.9,0.99,0.65,0.49,0.57
primefaces.csv,0.46,0.6,0.52,0.46,0.61,0.54,0.45,0.48,0.68,0.78,0.62,0.47,0.41,0.34
rohxel.csv,0.31,0.44,0.47,0.35,0.34,0.37,0.44,0.48,0.36,0.39,0.46,0.39,0.32,0.3
roolo.csv,0.71,0.44,0.94,0.84,0.77,0.95,0.67,0.73,0.96,0.69,0.7,0.8,0.41,0.71
sevenupdate.csv,0.37,0.47,0.47,0.39,0.45,0.41,0.5,0.43,0.39,0.42,0.46,0.47,0.39,0.31
web-cat.csv,0.95,0.89,0.93,0.78,0.94,0.92,0.48,0.9,0.8,0.93,1.0,0.79,0.93,0.61
