,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,roolo.csv,primefaces.csv,web-cat.csv
cleartk.csv,0.52,0.52,0.61,1.0,0.49,0.46,0.64,0.47,0.57,0.46,0.66,0.38,0.5,0.49
encog-cs.csv,0.0,0.69,0.46,0.26,0.61,0.48,0.0,0.74,0.98,0.49,0.41,0.38,0.0,0.44
extprosys.csv,0.65,0.43,0.95,0.48,0.55,0.63,0.45,0.7,0.65,0.6,0.53,0.53,0.43,0.59
intact.csv,0.0,0.49,0.18,0.53,0.43,0.98,0.5,0.35,0.4,0.44,0.7,0.46,0.27,0.3
japano.csv,0.75,0.0,0.27,0.4,0.53,0.34,0.33,1.0,0.6,0.63,0.5,0.55,0.49,0.34
lockss.csv,0.98,0.17,0.1,0.13,0.17,0.04,0.04,0.07,0.21,0.96,0.38,0.18,0.06,0.0
officefloor.csv,0.0,0.07,0.16,0.53,0.33,0.31,0.49,0.53,0.02,0.11,0.91,0.68,0.49,0.63
opennms.csv,0.0,0.19,0.11,0.24,0.94,0.16,0.44,0.12,0.3,0.17,0.1,0.51,0.51,0.4
primefaces.csv,0.8,0.43,0.34,0.55,0.43,0.51,0.56,0.38,0.37,0.27,0.43,0.45,0.99,0.59
rohxel.csv,0.05,0.0,0.17,0.6,0.24,0.55,1.0,0.37,0.05,0.21,0.51,0.43,0.0,0.24
roolo.csv,0.91,0.41,0.2,0.27,0.33,0.27,0.1,0.34,0.25,0.49,0.54,0.95,0.46,0.41
sevenupdate.csv,0.0,1.0,0.0,0.0,0.45,0.47,0.5,0.32,0.42,0.61,0.17,0.45,0.61,0.51
web-cat.csv,0.0,0.22,0.16,0.41,0.29,0.09,0.48,0.41,0.06,0.21,0.16,0.46,0.21,0.96
