,sqlpower-library.csv,jlinalg.csv,array4j.csv,optalgtoolkit.csv,capcode.csv,freenet.csv,intact.csv,pustefix.csv,nassp.csv,fm-classic.csv,haphazard.csv,anaxagora.csv,ipfire-wall.csv,tart.csv,super-tux.csv,soar.csv,hannosset.csv,bzbyte.csv,ondex.csv,web-cat.csv
anaxagora.csv,0.73,0.84,0.19,0.23,0.21,0.65,0.6,0.5,0.4,0.0,0.26,1.0,0.5,0.11,0.94,0.36,0.0,1.0,0.1,0.4
array4j.csv,0.76,1.0,1.0,0.36,0.19,0.73,0.32,0.26,0.08,0.0,0.17,0.16,0.21,0.0,0.91,0.57,0.13,0.8,0.16,0.42
bzbyte.csv,0.67,0.9,0.19,0.34,0.17,0.64,0.25,0.3,0.2,0.05,0.22,0.15,0.33,0.06,0.94,0.75,0.08,0.98,0.15,0.36
capcode.csv,0.77,0.3,0.15,0.0,1.0,0.68,0.36,0.28,0.25,0.0,0.5,0.24,0.17,0.04,0.9,0.59,0.05,0.86,0.26,0.0
fm-classic.csv,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
freenet.csv,0.77,0.72,0.22,0.32,0.17,1.0,0.33,0.27,0.17,0.04,0.16,0.24,0.36,0.05,0.97,0.0,0.14,0.73,0.16,0.41
hannosset.csv,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.33,0.0
haphazard.csv,0.76,0.92,0.2,0.75,0.12,0.58,0.4,0.0,0.33,0.0,1.0,0.14,0.19,0.0,0.75,0.86,0.0,0.83,0.0,0.38
intact.csv,0.83,0.78,0.21,0.38,0.11,0.58,1.0,0.25,0.28,0.07,0.19,0.18,0.38,0.07,0.92,0.62,0.12,0.66,0.17,0.33
ipfire-wall.csv,0.81,0.7,0.19,0.38,0.11,0.75,0.27,0.27,0.33,0.06,0.21,0.17,1.0,0.05,0.96,0.55,0.06,0.81,0.12,0.36
jlinalg.csv,0.71,0.98,0.21,0.38,0.15,0.71,0.31,0.27,0.22,0.04,0.2,0.16,0.36,0.05,0.95,0.59,0.07,0.8,0.15,0.4
nassp.csv,0.84,0.91,0.26,0.39,0.19,0.7,0.36,0.22,1.0,0.15,0.17,0.31,0.6,0.12,0.88,0.53,0.13,0.85,0.25,0.33
ondex.csv,0.74,0.76,0.25,0.4,0.12,0.6,0.42,0.23,0.38,0.0,0.26,0.14,0.11,0.0,0.95,0.54,0.08,0.68,1.0,0.31
optalgtoolkit.csv,0.79,0.69,0.23,1.0,0.23,0.63,0.32,0.21,0.22,0.04,0.13,0.13,0.33,0.07,0.96,0.6,0.09,0.72,0.16,0.42
pustefix.csv,0.71,0.82,0.19,0.6,0.11,0.59,0.32,1.0,0.0,0.0,0.18,0.16,0.0,0.0,0.89,0.53,0.0,0.82,0.25,0.23
soar.csv,0.73,0.75,0.2,0.37,0.17,0.68,0.29,0.27,0.21,0.04,0.22,0.17,0.29,0.04,0.95,0.97,0.08,0.75,0.15,0.36
sqlpower-library.csv,1.0,0.75,0.16,0.38,0.17,0.69,0.31,0.29,0.19,0.05,0.18,0.17,0.3,0.04,0.96,0.57,0.09,0.75,0.17,0.44
super-tux.csv,0.73,0.9,0.19,0.38,0.16,0.71,0.31,0.27,0.21,0.05,0.23,0.22,0.33,0.05,1.0,1.0,0.08,0.82,0.16,0.38
tart.csv,1.0,0.44,0.33,0.0,0.14,0.39,0.33,0.0,0.0,0.0,0.25,0.18,0.0,1.0,1.0,0.55,0.0,0.61,0.29,0.8
web-cat.csv,0.75,0.61,0.15,0.38,0.13,0.68,0.33,0.36,0.27,0.0,0.13,0.12,0.17,0.0,1.0,0.54,0.2,0.67,0.3,1.0
