,selenium.csv,cities3d.csv,levent.csv,xemeiah.csv,bwapi.csv,img-browse-sort.csv,somap.csv,pnotepad.csv
bwapi.csv,0.7,1.0,1.0,0.51,0.77,1.0,0.97,0.9
cities3d.csv,0.37,0.68,0.0,0.21,0.06,0.08,0.43,0.33
img-browse-sort.csv,0.63,0.7,0.63,0.75,0.21,0.77,0.76,0.65
levent.csv,0.68,0.92,0.78,0.84,0.72,0.62,0.89,0.0
pnotepad.csv,0.88,0.92,0.61,0.88,0.41,0.85,0.78,0.88
selenium.csv,0.63,0.78,0.45,0.55,0.22,0.54,0.81,0.38
somap.csv,0.55,1.0,1.0,0.76,0.9,0.92,0.83,0.92
xemeiah.csv,0.92,0.73,0.53,0.78,0.5,0.92,0.68,0.62
