,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,oppna-program-hsatools.csv,mia.csv,jaolt.csv,codepurge.csv,jcl.csv,gmerlin.csv,quantlib.csv
chipster.csv,0.0,0.45,0.44,0.0,0.92,0.33,0.62,0.0,0.0,0.6,0.04,0.07,0.48,0.35,0.07,0.0,0.01
codepurge.csv,0.84,0.57,0.83,0.62,0.97,0.35,0.46,0.68,0.41,0.68,0.09,0.69,0.45,0.25,0.4,0.47,0.22
fontforge.csv,1.0,0.82,1.0,1.0,1.0,0.56,1.0,0.32,0.96,1.0,0.39,0.92,0.79,0.98,0.99,0.91,0.99
gmerlin.csv,0.0,0.93,0.69,1.0,0.0,0.73,1.0,0.0,0.84,0.0,0.91,0.72,1.0,0.99,0.0,0.33,0.46
hatari.csv,0.57,0.35,0.36,0.82,0.83,0.39,0.75,0.9,0.93,0.88,0.17,0.93,0.48,0.27,0.83,0.24,0.33
jaolt.csv,0.55,0.53,0.19,0.73,0.28,0.43,0.54,0.55,0.6,0.25,0.39,0.87,0.38,0.18,0.33,0.41,0.31
jcl.csv,0.73,0.26,0.64,0.56,0.57,0.38,0.75,0.48,0.62,0.92,0.3,0.1,0.38,0.61,0.3,0.39,0.68
ltp.csv,0.25,0.66,0.86,0.67,0.43,0.68,0.83,0.58,0.69,0.52,0.3,0.46,0.62,0.76,0.79,0.2,0.66
mia.csv,0.43,0.03,0.39,0.76,0.31,0.15,0.58,0.58,0.61,0.98,0.04,0.2,0.1,0.04,0.25,0.32,0.33
net-snmp.csv,0.41,0.61,0.5,0.42,0.9,0.79,0.4,0.9,0.89,0.55,0.87,0.39,0.24,0.44,0.36,0.52,0.56
opde.csv,1.0,0.42,1.0,0.2,0.93,0.53,0.27,0.65,0.52,0.0,0.22,0.96,0.72,0.4,0.83,0.44,0.36
oppna-program-hsatools.csv,0.73,0.39,0.64,1.0,0.72,0.29,0.81,0.94,0.89,0.95,0.13,0.99,0.59,0.12,0.69,0.56,0.64
powerfolder-.csv,0.53,0.24,0.17,0.64,0.42,0.19,0.21,0.32,0.43,0.55,0.26,0.74,0.21,0.01,0.66,0.44,0.36
qlc.csv,0.0,0.68,0.0,0.49,0.18,0.28,0.29,0.0,0.31,0.05,0.04,0.87,0.14,0.12,0.2,0.0,0.23
quantlib.csv,1.0,0.12,0.0,0.0,1.0,0.28,0.0,1.0,0.04,1.0,0.3,0.04,0.1,0.0,1.0,1.0,0.34
tcl.csv,0.65,0.8,0.75,0.91,0.63,0.57,0.69,0.0,0.41,0.38,0.7,0.83,0.83,0.39,0.0,0.23,0.76
