,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,v8.csv,fluent-nhibernate.csv
encog-java.csv,0.11,0.93,0.75,0.9,0.95,0.94
fluent-nhibernate.csv,0.89,0.96,0.94,0.94,0.88,0.06
h2database.csv,0.96,0.04,0.96,0.8,0.6,0.72
jaql.csv,0.52,0.55,0.72,0.01,0.68,0.44
raven-monitoring.csv,0.78,0.79,0.03,0.69,0.92,0.83
v8.csv,0.69,0.75,0.96,0.81,0.0,0.76
