,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,v8.csv,fluent-nhibernate.csv
encog-java.csv,1.0,0.09,0.39,0.75,0.92,0.33
fluent-nhibernate.csv,0.19,0.33,0.4,0.67,0.96,1.0
h2database.csv,0.06,0.98,0.2,0.53,0.96,0.19
jaql.csv,0.22,0.18,0.48,1.0,0.96,0.29
raven-monitoring.csv,0.11,0.1,1.0,0.48,0.92,0.07
v8.csv,0.12,0.14,0.4,0.41,1.0,0.11
