,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,v8.csv,fluent-nhibernate.csv
encog-java.csv,0.91,0.1,0.54,0.12,0.06,0.07
fluent-nhibernate.csv,0.13,0.05,0.07,0.07,0.16,0.95
h2database.csv,0.06,0.97,0.07,0.25,0.55,0.33
jaql.csv,0.58,0.6,0.35,0.99,0.4,0.63
raven-monitoring.csv,0.52,0.43,0.98,0.39,0.38,0.28
v8.csv,0.49,0.59,0.17,0.52,1.0,0.59
