,lazarus-ccr.csv,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,migen.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,mvnforum.csv,jasperreports.csv,bwapi.csv,irplus.csv,nebuladevice.csv,javaprofiler.csv,exl.csv
bwapi.csv,0.83,0.86,0.73,0.92,0.85,0.73,0.82,0.98,0.9,0.5,0.43,0.93,0.78,0.96,0.99,0.84,0.87,0.91,1.0
co-ode-owl-plugins.csv,0.42,0.57,0.64,0.58,0.63,0.68,0.53,0.47,0.14,0.94,0.56,1.0,0.83,0.77,0.36,0.4,0.4,0.89,0.85
exl.csv,0.54,0.74,0.45,0.83,0.83,0.84,0.76,0.67,0.62,0.72,0.81,0.93,0.61,0.96,0.23,0.64,0.73,0.56,1.0
firebreath.csv,0.79,0.71,0.73,0.58,0.7,0.64,0.79,0.97,0.67,0.61,0.89,0.67,0.56,0.77,0.33,0.8,0.27,0.79,0.63
irplus.csv,0.42,0.34,0.0,0.67,0.26,0.41,0.32,0.72,0.48,0.0,0.17,0.6,0.44,0.46,0.35,0.96,0.53,0.23,0.37
jasperreports.csv,0.0,0.66,0.0,0.25,0.11,0.11,0.29,0.1,0.0,0.83,0.07,0.53,0.61,0.96,0.03,0.6,0.0,0.07,0.07
javaprofiler.csv,0.62,0.8,0.91,0.92,0.89,0.98,0.71,0.72,0.76,0.72,0.76,1.0,0.83,0.85,0.27,0.6,0.93,1.0,0.98
konversation.csv,0.04,0.23,0.36,0.92,0.07,0.34,0.24,0.12,0.1,0.39,0.13,0.53,0.17,0.31,0.06,0.24,0.33,0.04,0.68
lazarus-ccr.csv,0.96,0.51,0.09,0.67,0.72,0.89,0.5,0.58,0.48,0.44,0.09,0.67,0.78,0.42,0.69,0.4,0.47,0.35,0.9
linuxsh.csv,0.33,0.37,1.0,0.67,0.48,0.73,0.44,0.47,0.52,0.28,0.61,0.4,0.33,0.92,0.42,0.24,0.27,0.47,0.51
migen.csv,0.33,0.29,0.82,0.58,0.43,0.57,0.97,0.13,0.19,0.17,0.26,0.47,0.22,0.54,0.06,0.32,0.53,0.52,0.54
moviesandbox.csv,0.38,0.4,0.73,0.67,0.61,0.93,0.59,0.43,0.24,0.17,0.33,0.67,0.44,0.62,0.19,0.52,0.2,0.28,0.59
mvnforum.csv,0.21,0.17,0.0,0.17,0.43,0.43,0.21,0.3,0.05,0.06,0.22,0.33,0.78,0.08,0.07,0.12,0.0,0.23,0.02
nebuladevice.csv,0.33,0.06,0.0,0.58,0.15,0.07,0.32,0.13,0.67,0.06,0.09,0.07,0.06,0.58,0.05,0.08,1.0,0.13,0.1
ontomorphtab.csv,0.5,1.0,0.64,0.83,0.67,0.64,0.68,0.57,0.14,0.61,0.69,0.87,0.83,0.96,0.24,0.72,0.6,0.31,0.66
opengs.csv,0.5,0.37,0.36,0.58,0.5,0.73,0.59,0.22,0.14,0.33,0.96,0.53,0.39,0.62,0.12,0.44,0.2,0.33,0.51
scite-ru.csv,0.88,0.8,1.0,0.67,0.85,0.89,0.79,0.6,0.86,0.83,0.96,1.0,0.94,1.0,0.96,0.84,0.67,1.0,0.98
tokratan.csv,0.25,0.34,0.0,0.83,0.59,0.34,0.71,0.38,0.52,0.22,0.2,0.87,0.28,0.46,0.09,0.28,0.67,0.16,0.12
xuggle.csv,0.46,0.46,1.0,0.75,0.87,0.73,0.29,0.58,0.57,0.61,0.85,0.67,0.44,0.38,0.69,0.44,0.73,0.63,0.83
