,recall,precision,pf,wins
bwapi.csv,0.86,0.35,0.8,2
co-ode-owl-plugins.csv,0.58,0.55,0.38,17
exl.csv,0.73,0.42,0.42,12
firebreath.csv,0.7,0.34,0.68,1
irplus.csv,0.41,0.35,0.34,4
jasperreports.csv,0.11,0.43,0.04,11
javaprofiler.csv,0.83,0.38,0.67,5
konversation.csv,0.24,0.37,0.16,10
lazarus-ccr.csv,0.51,0.39,0.46,6
linuxsh.csv,0.47,0.35,0.33,7
migen.csv,0.43,0.44,0.14,16
moviesandbox.csv,0.44,0.46,0.22,14
mvnforum.csv,0.17,0.38,0.16,9
nebuladevice.csv,0.1,0.5,0.11,13
ontomorphtab.csv,0.66,0.47,0.37,15
opengs.csv,0.44,0.52,0.19,18
scite-ru.csv,0.88,0.42,0.71,8
tokratan.csv,0.34,0.34,0.32,3
xuggle.csv,0.63,0.32,0.63,0
