,lazarus-ccr.csv,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,migen.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,mvnforum.csv,jasperreports.csv,bwapi.csv,irplus.csv,nebuladevice.csv,javaprofiler.csv,exl.csv
bwapi.csv,0.38,0.43,0.41,0.45,0.48,0.42,0.39,0.41,0.33,0.38,0.6,0.49,0.33,0.43,0.54,0.37,0.36,0.42,0.46
co-ode-owl-plugins.csv,0.65,0.42,0.51,0.62,0.72,0.36,0.45,0.63,0.67,0.94,0.65,0.42,0.36,0.47,0.5,0.56,0.49,0.43,0.42
exl.csv,0.59,0.35,0.57,0.45,0.51,0.39,0.37,0.51,0.52,0.62,0.43,0.42,0.37,0.46,0.62,0.46,0.42,0.54,0.44
firebreath.csv,0.47,0.6,0.48,0.61,0.62,0.44,0.41,0.6,0.4,0.46,0.46,0.49,0.41,0.51,0.7,0.38,0.71,0.45,0.56
irplus.csv,0.5,0.65,0.64,0.44,0.98,0.5,0.56,0.47,0.5,0.62,0.77,0.83,0.48,0.66,0.55,0.62,0.46,0.74,0.47
jasperreports.csv,0.0,0.57,0.0,0.86,0.91,0.86,0.72,0.9,0.0,0.56,0.9,0.49,0.5,0.96,0.75,0.47,0.0,0.83,0.67
javaprofiler.csv,0.59,0.39,0.46,0.44,0.51,0.39,0.35,0.51,0.47,0.53,0.43,0.42,0.35,0.53,0.56,0.46,0.33,0.48,0.45
konversation.csv,0.83,0.94,0.95,0.91,0.94,0.62,0.91,0.89,0.92,0.95,0.95,0.74,0.89,0.97,0.86,0.94,0.85,0.67,0.61
lazarus-ccr.csv,0.57,0.46,0.94,0.68,0.56,0.44,0.49,0.52,0.57,0.91,0.94,0.51,0.42,0.7,0.59,0.55,0.5,0.63,0.42
linuxsh.csv,0.54,0.65,0.91,0.59,0.65,0.42,0.52,0.58,0.51,0.5,0.46,0.74,0.54,0.59,0.77,0.76,0.94,0.65,0.44
migen.csv,0.65,0.83,0.44,0.75,0.82,0.52,0.55,0.94,0.93,0.94,0.81,0.62,0.9,0.81,0.91,0.67,0.58,0.67,0.39
moviesandbox.csv,0.6,0.56,0.71,0.62,0.68,0.51,0.41,0.67,0.86,0.93,0.65,0.53,0.68,0.75,0.72,0.59,0.94,0.78,0.41
mvnforum.csv,0.92,0.93,0.0,0.8,0.9,0.44,0.88,0.76,0.86,0.88,0.96,0.94,0.93,0.97,0.93,0.89,0.8,0.93,0.8
nebuladevice.csv,0.54,0.75,0.67,0.6,0.98,0.75,0.69,0.92,0.5,0.93,0.89,0.96,0.83,0.97,0.83,0.92,0.93,0.9,0.83
ontomorphtab.csv,0.46,0.44,0.5,0.43,0.56,0.34,0.36,0.44,0.8,0.49,0.4,0.43,0.39,0.48,0.64,0.39,0.55,0.6,0.36
opengs.csv,0.5,0.55,0.64,0.69,0.69,0.4,0.51,0.8,0.67,0.93,0.62,0.52,0.39,0.63,0.89,0.58,0.64,0.59,0.38
scite-ru.csv,0.41,0.41,0.44,0.59,0.57,0.41,0.42,0.52,0.68,0.73,0.42,0.41,0.33,0.46,0.47,0.4,0.37,0.4,0.45
tokratan.csv,0.69,0.76,0.8,0.51,0.63,0.68,0.49,0.8,0.47,0.41,0.55,0.92,0.79,0.79,0.92,0.53,0.59,0.92,0.9
xuggle.csv,0.62,0.77,0.47,0.46,0.98,0.38,0.74,0.53,0.44,0.6,0.48,0.56,0.52,0.58,0.58,0.72,0.41,0.62,0.49
