,lazarus-ccr.csv,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,migen.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,mvnforum.csv,jasperreports.csv,bwapi.csv,irplus.csv,nebuladevice.csv,javaprofiler.csv,exl.csv
bwapi.csv,0.62,0.78,0.26,0.22,0.21,0.62,0.57,0.56,0.45,0.17,0.39,0.26,0.42,0.11,0.99,0.5,0.32,0.79,0.86
co-ode-owl-plugins.csv,0.49,0.68,0.27,0.34,0.34,0.68,0.54,0.46,0.25,0.94,0.62,0.23,0.5,0.08,0.47,0.35,0.2,0.75,0.86
exl.csv,0.57,0.79,0.26,0.31,0.35,0.73,0.61,0.54,0.5,0.37,0.61,0.21,0.37,0.23,0.37,0.5,0.35,0.67,1.0
firebreath.csv,0.61,0.71,0.29,0.25,0.32,0.64,0.56,0.97,0.38,0.22,0.64,0.18,0.34,0.09,0.46,0.48,0.21,0.72,0.68
irplus.csv,0.43,0.44,0.0,0.31,0.26,0.49,0.31,0.49,0.47,0.0,0.22,0.35,0.37,0.1,0.47,0.98,0.32,0.35,0.54
jasperreports.csv,0.0,0.61,0.0,0.32,0.18,0.2,0.38,0.17,0.0,0.32,0.12,0.13,0.41,0.98,0.06,0.42,0.0,0.12,0.14
javaprofiler.csv,0.59,0.77,0.29,0.24,0.21,0.71,0.59,0.51,0.44,0.34,0.6,0.22,0.45,0.15,0.38,0.47,0.3,1.0,0.87
konversation.csv,0.07,0.3,0.26,0.96,0.09,0.5,0.36,0.2,0.12,0.35,0.19,0.2,0.22,0.28,0.11,0.29,0.24,0.08,0.71
lazarus-ccr.csv,0.98,0.61,0.07,0.33,0.27,0.72,0.49,0.47,0.48,0.39,0.14,0.22,0.52,0.11,0.74,0.34,0.22,0.41,0.86
linuxsh.csv,0.33,0.5,1.0,0.3,0.28,0.67,0.48,0.49,0.39,0.15,0.54,0.2,0.29,0.17,0.55,0.29,0.25,0.62,0.64
migen.csv,0.39,0.43,0.28,0.5,0.34,0.65,0.99,0.21,0.22,0.17,0.35,0.26,0.29,0.27,0.12,0.35,0.33,0.67,0.69
moviesandbox.csv,0.41,0.53,0.41,0.44,0.36,0.96,0.59,0.44,0.36,0.18,0.4,0.28,0.4,0.32,0.31,0.5,0.19,0.41,0.71
mvnforum.csv,0.27,0.24,0.0,0.24,0.2,0.54,0.27,0.34,0.07,0.08,0.31,0.21,0.88,0.06,0.13,0.18,0.0,0.33,0.04
nebuladevice.csv,0.43,0.1,0.0,0.38,0.14,0.12,0.44,0.22,0.43,0.06,0.16,0.05,0.08,0.5,0.09,0.11,1.0,0.24,0.17
ontomorphtab.csv,0.5,0.99,0.27,0.37,0.41,0.66,0.57,0.54,0.23,0.33,0.52,0.24,0.51,0.17,0.38,0.57,0.37,0.44,0.78
opengs.csv,0.5,0.47,0.32,0.5,0.33,0.7,0.58,0.31,0.25,0.38,0.97,0.27,0.27,0.22,0.21,0.5,0.14,0.47,0.68
scite-ru.csv,0.65,0.74,0.29,0.31,0.3,0.74,0.59,0.49,0.84,0.43,0.65,0.19,0.45,0.1,0.85,0.54,0.23,0.81,0.89
tokratan.csv,0.32,0.46,0.0,0.22,0.16,0.38,0.58,0.43,0.4,0.08,0.19,0.93,0.27,0.17,0.16,0.25,0.45,0.28,0.2
xuggle.csv,0.44,0.48,0.3,0.26,0.92,0.63,0.31,0.41,0.33,0.27,0.63,0.17,0.31,0.05,0.73,0.41,0.31,0.69,0.81
