,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,oppna-program-hsatools.csv,mia.csv,jaolt.csv,glas.csv,hannosset.csv,jcl.csv,gmerlin.csv
chipster.csv,0.0,0.51,0.5,0.15,0.05,0.62,0.47,0.05,0.0,0.09,0.37,0.13,0.57,0.0,0.37,0.25,0.0
fontforge.csv,0.23,0.37,0.0,0.0,0.05,0.6,0.17,0.76,0.48,0.3,0.55,0.44,0.45,0.48,0.0,0.09,0.49
glas.csv,0.63,0.65,0.64,0.39,0.42,0.58,0.75,0.48,0.63,0.25,0.31,0.53,0.59,0.7,0.74,0.0,0.63
gmerlin.csv,0.06,0.55,0.49,0.51,0.0,0.57,0.36,0.0,0.59,0.0,0.51,0.68,0.55,0.56,0.17,0.0,0.61
hannosset.csv,0.58,0.16,0.25,0.05,0.5,0.3,0.0,0.59,0.52,0.21,0.28,0.26,0.14,0.17,0.69,0.17,0.45
hatari.csv,0.56,0.68,0.7,0.51,0.38,0.65,0.6,0.13,0.17,0.35,0.74,0.27,0.54,0.51,0.62,0.24,0.5
jaolt.csv,0.63,0.64,0.5,0.46,0.16,0.43,0.92,0.62,0.67,0.04,0.74,0.51,0.69,0.17,0.2,0.17,0.54
jcl.csv,0.61,0.59,0.61,0.54,0.72,0.6,0.69,0.55,0.47,0.49,0.63,0.32,0.5,0.1,0.78,0.83,0.47
ltp.csv,0.31,0.59,0.42,0.61,0.72,0.59,0.0,0.37,0.53,0.6,0.66,0.69,0.45,0.46,0.43,0.44,0.38
mia.csv,0.47,0.19,0.44,0.5,0.07,0.28,0.89,0.7,0.42,0.09,0.44,0.6,0.19,0.06,0.0,0.25,0.42
net-snmp.csv,0.63,0.66,0.28,0.47,0.34,0.45,0.92,0.51,0.62,0.48,0.59,0.5,0.44,0.5,0.0,0.24,0.44
opde.csv,0.0,0.57,0.0,0.58,0.05,0.63,0.89,0.48,0.66,0.0,0.59,0.17,0.56,0.23,0.49,0.26,0.43
oppna-program-hsatools.csv,0.68,0.66,0.67,0.0,0.69,0.56,0.54,0.13,0.41,0.21,0.86,0.05,0.65,0.22,0.54,0.6,0.52
powerfolder-.csv,0.56,0.68,0.62,0.09,0.56,0.3,0.85,0.25,0.54,0.49,0.61,0.05,0.43,0.36,0.2,0.49,0.66
qlc.csv,0.02,0.65,0.12,0.48,0.24,0.55,0.97,0.0,0.58,0.3,0.41,0.4,0.56,0.6,0.6,0.53,0.07
tcl.csv,0.47,0.42,0.48,0.32,0.59,0.52,0.0,0.0,0.46,0.71,0.54,0.35,0.34,0.32,0.19,0.0,0.11
