,recall,precision,pf,cdom,bellwether
2,0.785,0.45,0.37,19.0,oscarmcmaster.csv
23,0.62,0.55,0.43,6.0,synecdoche.csv
31,0.385,0.505,0.295,3.0,gtad.csv
36,0.65,0.44,0.355,11.0,officefloor.csv
49,0.67,0.38,0.33,13.0,selenium.csv
1,0.86,0.49,0.24,0.0,atunes.csv
