,orc.csv,magicwars.csv,haggle.csv,java-gnome.csv,archive-crawler.csv,servicestack.csv,gisgraphy.csv
archive-crawler.csv,289.5,99.0,95.5,180.0,171.0,335.0,334.0
gisgraphy.csv,191.0,198.0,98.5,228.5,380.0,564.0,74.5
haggle.csv,194.0,99.0,97.5,84.5,186.0,182.0,342.0
java-gnome.csv,196.5,94.5,97.5,87.5,268.5,182.0,541.0
magicwars.csv,294.0,98.5,98.5,648.5,380.0,564.0,1235.0
orc.csv,295.0,198.0,97.5,463.5,473.5,66.5,963.5
servicestack.csv,95.5,99.0,147.0,0.0,281.5,184.0,139.0
