,orc.csv,magicwars.csv,haggle.csv,java-gnome.csv,archive-crawler.csv,servicestack.csv,gisgraphy.csv
archive-crawler.csv,0.47,0.54,0.53,0.42,0.55,0.33,0.49
gisgraphy.csv,0.47,0.05,0.65,0.02,0.4,0.57,0.78
haggle.csv,0.36,0.3,0.72,0.09,0.39,0.52,0.27
java-gnome.csv,0.43,0.22,0.49,0.82,0.11,0.51,0.6
magicwars.csv,0.17,0.69,0.09,0.67,0.33,0.0,0.34
orc.csv,0.86,0.35,0.42,0.13,0.6,0.15,0.36
servicestack.csv,0.29,0.22,0.15,0.0,0.3,0.72,0.17
