,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv
bochs.csv,0.84,0.62,0.46,0.35,0.39
encog-java.csv,0.26,0.05,0.04,0.05,0.12
h2database.csv,0.25,0.22,0.12,0.35,0.04
jaql.csv,0.63,0.42,0.21,0.24,0.14
raven-monitoring.csv,0.19,0.37,0.25,0.22,0.22
