,dvd-create.csv,phonon-vlc-mplayer.csv,tktoolkit.csv,mpgravity.csv,myfaces.csv,empserver.csv,ppcboot.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,echongl.csv,ultimairis.csv,gdis.csv,gmerlin.csv,passwordsafe.csv,growl-for-windows.csv,sandiaportals.csv,nativeclient.csv,wikipediardware.csv
amateur-scrolls.csv,0.26,0.28,0.22,0.08,0.38,0.17,0.26,0.1,1.0,0.21,0.17,0.23,0.16,0.14,0.14,0.17,0.15,0.21
dvd-create.csv,0.96,0.83,0.91,0.67,0.9,0.97,0.66,0.6,1.0,0.94,0.68,0.79,0.91,0.79,0.44,0.89,0.7,0.82
echongl.csv,0.45,0.7,0.83,0.75,0.35,0.72,0.48,0.8,0.55,1.0,0.53,0.53,0.81,0.63,0.64,0.91,0.65,0.55
empserver.csv,0.47,0.77,0.39,0.25,0.58,0.97,0.3,0.1,0.55,0.54,0.55,0.49,0.34,0.53,0.36,0.49,0.46,0.53
gdis.csv,0.85,0.7,0.87,0.58,0.96,0.67,0.78,0.5,0.95,0.91,0.64,0.98,0.72,0.77,0.58,0.89,0.63,0.71
gmerlin.csv,0.36,0.14,0.48,0.58,0.35,0.22,0.32,0.1,0.15,0.14,0.34,0.49,0.94,0.23,0.39,0.13,0.3,0.11
growl-for-windows.csv,0.41,0.55,0.61,0.75,0.35,0.75,0.68,0.4,0.75,0.33,0.45,0.39,0.44,0.37,0.94,0.34,0.43,0.45
mpgravity.csv,0.53,0.72,0.61,0.92,0.94,0.61,0.62,0.3,0.7,0.56,0.85,0.74,0.5,0.6,0.67,0.68,0.49,0.53
myfaces.csv,0.42,0.26,0.3,0.92,0.98,0.36,0.32,0.7,0.2,0.36,0.45,0.6,0.47,0.6,0.31,0.13,0.69,0.34
nativeclient.csv,0.34,0.52,0.43,0.92,0.79,0.39,0.42,0.8,0.2,0.39,0.66,0.56,0.22,0.72,0.58,0.32,0.98,0.24
passwordsafe.csv,0.54,0.64,0.65,0.0,0.77,0.33,0.45,0.5,0.65,0.56,0.28,0.75,0.56,0.96,0.72,0.53,0.26,0.53
phonon-vlc-mplayer.csv,0.66,0.96,0.52,0.58,0.79,0.72,0.94,0.2,0.7,0.77,0.17,0.75,0.38,0.25,0.83,0.66,0.69,0.74
ppcboot.csv,0.39,0.75,0.7,0.75,0.75,0.42,0.95,0.8,0.85,0.57,0.43,0.72,0.44,0.7,0.39,0.66,0.43,0.58
rtrt-on-gpu.csv,0.11,0.1,0.39,0.17,0.25,0.19,0.18,1.0,0.15,0.05,0.32,0.32,0.34,0.47,0.28,0.15,0.19,0.03
sandiaportals.csv,0.64,0.88,0.78,0.75,1.0,0.44,0.68,0.3,1.0,0.94,0.6,0.65,0.84,0.7,0.44,1.0,0.61,0.68
tktoolkit.csv,0.14,0.25,0.96,0.17,0.17,0.42,0.32,0.2,0.2,0.1,0.26,0.35,0.31,0.28,0.56,0.08,0.27,0.18
ultimairis.csv,0.84,0.59,0.83,0.33,0.62,0.78,0.52,0.4,0.8,0.71,0.91,0.86,0.41,0.77,0.64,0.42,0.81,0.89
wikipediardware.csv,0.68,0.62,0.48,0.08,0.92,0.69,0.5,0.3,0.5,0.94,0.77,0.7,0.88,0.7,0.31,0.75,0.67,0.97
