,dvd-create.csv,phonon-vlc-mplayer.csv,tktoolkit.csv,mpgravity.csv,myfaces.csv,empserver.csv,ppcboot.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,echongl.csv,ultimairis.csv,gdis.csv,gmerlin.csv,passwordsafe.csv,growl-for-windows.csv,sandiaportals.csv,nativeclient.csv,wikipediardware.csv
amateur-scrolls.csv,0.41,0.38,0.23,0.15,0.26,0.27,0.38,0.18,1.0,0.31,0.28,0.37,0.24,0.23,0.24,0.29,0.25,0.33
dvd-create.csv,0.98,0.42,0.23,0.35,0.27,0.71,0.59,0.24,0.5,0.82,0.41,0.83,0.48,0.52,0.55,0.82,0.66,0.78
echongl.csv,0.58,0.39,0.25,0.32,0.14,0.66,0.52,0.39,0.34,1.0,0.4,0.62,0.48,0.46,0.66,0.85,0.61,0.62
empserver.csv,0.62,0.54,0.25,0.35,0.3,0.99,0.39,0.06,0.41,0.63,0.4,0.63,0.32,0.46,0.44,0.63,0.57,0.62
gdis.csv,0.85,0.47,0.24,0.33,0.29,0.59,0.65,0.23,0.55,0.8,0.43,0.99,0.45,0.59,0.59,0.83,0.65,0.76
gmerlin.csv,0.53,0.17,0.2,0.44,0.3,0.33,0.39,0.15,0.19,0.23,0.33,0.64,0.97,0.3,0.47,0.23,0.43,0.19
growl-for-windows.csv,0.54,0.39,0.29,0.41,0.18,0.67,0.59,0.22,0.53,0.45,0.41,0.52,0.44,0.33,0.97,0.49,0.51,0.58
mpgravity.csv,0.63,0.61,0.27,0.96,0.25,0.59,0.6,0.21,0.47,0.6,0.51,0.79,0.4,0.46,0.76,0.76,0.56,0.62
myfaces.csv,0.55,0.2,0.18,0.37,0.98,0.39,0.36,0.38,0.2,0.49,0.4,0.69,0.41,0.43,0.38,0.22,0.63,0.43
nativeclient.csv,0.49,0.42,0.23,0.4,0.39,0.51,0.48,0.36,0.21,0.55,0.47,0.69,0.26,0.59,0.65,0.45,0.99,0.37
passwordsafe.csv,0.65,0.55,0.3,0.0,0.36,0.41,0.5,0.36,0.43,0.65,0.34,0.8,0.43,0.98,0.7,0.64,0.39,0.62
phonon-vlc-mplayer.csv,0.75,0.98,0.28,0.41,0.24,0.59,0.7,0.24,0.48,0.76,0.27,0.83,0.36,0.36,0.75,0.71,0.69,0.73
ppcboot.csv,0.52,0.46,0.23,0.39,0.27,0.47,0.97,0.34,0.49,0.65,0.44,0.8,0.37,0.55,0.49,0.75,0.51,0.65
rtrt-on-gpu.csv,0.19,0.09,0.25,0.16,0.2,0.24,0.28,1.0,0.15,0.09,0.34,0.46,0.33,0.41,0.38,0.24,0.28,0.05
sandiaportals.csv,0.74,0.6,0.3,0.32,0.27,0.53,0.66,0.12,0.56,0.83,0.42,0.75,0.49,0.58,0.49,1.0,0.66,0.74
tktoolkit.csv,0.23,0.21,0.98,0.25,0.09,0.52,0.4,0.18,0.18,0.18,0.28,0.48,0.33,0.31,0.61,0.13,0.36,0.26
ultimairis.csv,0.81,0.39,0.2,0.42,0.18,0.6,0.49,0.2,0.47,0.72,0.96,0.84,0.34,0.51,0.71,0.55,0.67,0.84
wikipediardware.csv,0.76,0.38,0.16,0.11,0.27,0.6,0.48,0.14,0.34,0.82,0.42,0.79,0.5,0.49,0.38,0.75,0.63,0.99
