,dvd-create.csv,phonon-vlc-mplayer.csv,tktoolkit.csv,mpgravity.csv,myfaces.csv,empserver.csv,ppcboot.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,echongl.csv,ultimairis.csv,gdis.csv,gmerlin.csv,passwordsafe.csv,growl-for-windows.csv,sandiaportals.csv,nativeclient.csv,wikipediardware.csv
amateur-scrolls.csv,0.79,0.97,0.95,0.0,0.74,0.89,0.79,0.0,0.65,0.74,0.91,0.85,0.9,0.92,0.83,0.89,0.97,0.7
dvd-create.csv,0.39,0.42,0.36,0.47,0.43,0.39,0.55,0.38,0.38,0.3,0.42,0.33,0.37,0.41,0.45,0.38,0.49,0.41
echongl.csv,0.69,0.61,0.48,0.43,0.69,0.56,0.8,0.58,0.53,0.36,0.55,0.6,0.45,0.58,0.65,0.45,0.65,0.67
empserver.csv,0.61,0.59,0.84,0.8,0.62,0.54,0.68,0.59,0.53,0.5,0.49,0.5,0.7,0.55,0.48,0.57,0.63,0.44
gdis.csv,0.39,0.47,0.35,0.43,0.41,0.37,0.53,0.39,0.37,0.31,0.4,0.34,0.37,0.4,0.31,0.37,0.49,0.39
gmerlin.csv,0.57,0.69,0.43,0.5,0.7,0.77,0.55,0.67,0.92,0.96,0.63,0.37,0.63,0.73,0.48,0.88,0.63,0.75
growl-for-windows.csv,0.68,0.64,0.56,0.5,0.66,0.47,0.61,0.73,0.46,0.7,0.71,0.57,0.65,0.68,0.59,0.75,0.66,0.62
mpgravity.csv,0.47,0.68,0.55,0.82,0.44,0.55,0.64,0.5,0.47,0.4,0.45,0.43,0.54,0.57,0.67,0.43,0.65,0.54
myfaces.csv,0.59,0.69,0.8,0.42,0.96,0.48,0.72,0.59,0.86,0.63,0.66,0.43,0.71,0.59,0.55,0.92,0.62,0.91
nativeclient.csv,0.68,0.6,0.61,0.37,0.56,0.74,0.72,0.53,0.72,0.57,0.47,0.44,0.86,0.49,0.66,0.59,0.57,0.91
passwordsafe.csv,0.57,0.66,0.57,0.0,0.56,0.57,0.67,0.67,0.51,0.46,0.83,0.43,0.59,0.62,0.5,0.54,0.75,0.56
phonon-vlc-mplayer.csv,0.46,0.91,0.71,0.64,0.52,0.44,0.6,0.86,0.47,0.35,0.92,0.36,0.57,0.95,0.5,0.49,0.66,0.46
ppcboot.csv,0.71,0.68,0.45,0.5,0.49,0.71,0.78,0.57,0.49,0.45,0.73,0.48,0.65,0.61,0.48,0.53,0.7,0.57
rtrt-on-gpu.csv,0.9,0.66,0.56,0.85,0.99,0.55,0.82,0.9,0.85,0.89,0.69,0.55,0.83,0.6,0.81,0.93,0.85,0.0
sandiaportals.csv,0.42,0.61,0.5,0.38,0.44,0.71,0.69,0.46,0.37,0.3,0.45,0.48,0.38,0.49,0.41,0.43,0.53,0.44
tktoolkit.csv,0.92,0.74,0.95,0.75,0.79,0.82,0.88,0.92,0.75,0.93,0.77,0.77,0.86,0.93,0.7,0.86,0.9,0.93
ultimairis.csv,0.41,0.64,0.4,0.86,0.5,0.42,0.45,0.67,0.5,0.36,0.79,0.38,0.59,0.54,0.69,0.59,0.56,0.44
wikipediardware.csv,0.37,0.5,0.49,0.86,0.42,0.48,0.45,0.44,0.53,0.31,0.4,0.32,0.38,0.45,0.55,0.4,0.5,0.46
