,autofac.csv,mobicents.csv,snakeyaml.csv,chrysalis.csv,xamj.csv
autofac.csv,0.03,0.47,0.21,0.31,0.21
chrysalis.csv,0.85,0.44,0.08,0.0,0.28
mobicents.csv,0.12,0.0,0.07,0.18,0.24
snakeyaml.csv,0.85,0.64,0.0,0.77,0.57
xamj.csv,0.91,0.71,0.71,0.21,0.0
