,autofac.csv,mobicents.csv,snakeyaml.csv,chrysalis.csv,xamj.csv
autofac.csv,0.94,0.54,0.66,0.61,0.53
chrysalis.csv,0.4,0.49,0.38,0.91,0.52
mobicents.csv,0.25,0.98,0.42,0.22,0.46
snakeyaml.csv,0.45,0.54,0.97,0.45,0.6
xamj.csv,0.32,0.58,0.67,0.48,0.96
