,brlcad.csv,xmemcached.csv,fceugc.csv,jaolt.csv,kmess.csv,google-gears.csv,ftm.csv,jcache.csv
brlcad.csv,0.61,0.45,0.88,0.74,0.92,0.96,0.41,0.0
fceugc.csv,0.45,0.61,0.52,0.56,0.38,0.52,0.46,0.64
ftm.csv,0.53,0.55,0.5,0.5,0.42,0.53,0.48,0.43
google-gears.csv,0.42,0.5,0.5,0.36,0.4,0.48,0.44,0.54
jaolt.csv,0.99,0.6,0.31,0.44,0.35,0.43,0.4,0.54
jcache.csv,0.45,0.58,0.45,0.51,0.42,0.46,0.76,0.41
kmess.csv,0.88,0.88,0.4,0.92,0.47,0.88,0.61,0.46
xmemcached.csv,0.45,0.62,0.5,0.48,0.57,0.48,0.88,0.56
