,brlcad.csv,xmemcached.csv,fceugc.csv,jaolt.csv,kmess.csv,google-gears.csv,ftm.csv,jcache.csv
brlcad.csv,0.78,0.7,0.19,0.21,0.11,0.21,0.9,0.0
fceugc.csv,0.8,0.39,0.67,0.59,0.49,0.44,0.84,0.59
ftm.csv,0.5,0.61,0.57,0.42,0.65,0.54,0.66,0.71
google-gears.csv,0.62,0.61,0.33,0.88,0.87,0.7,0.93,0.91
jaolt.csv,0.04,0.74,0.71,0.7,0.56,0.41,0.66,0.94
jcache.csv,0.99,0.65,0.81,0.45,0.83,0.89,0.25,0.91
kmess.csv,0.0,0.35,0.57,0.16,0.76,0.07,0.56,0.79
xmemcached.csv,1.0,0.7,0.71,0.51,0.69,0.96,0.25,0.82
