,wow-qrsk.csv,m-a-d-n-e-s-s.csv,kindb.csv,kftpgrabber.csv,netatalk.csv,illumination.csv,quickfast.csv
illumination.csv,0.0,0.5,0.0,0.48,0.55,0.12,0.16
kftpgrabber.csv,0.15,0.12,0.0,0.23,0.05,0.49,0.28
kindb.csv,0.12,0.03,0.12,0.29,0.0,0.22,0.19
m-a-d-n-e-s-s.csv,0.03,0.18,0.12,0.05,0.16,0.06,0.06
netatalk.csv,0.67,0.52,0.81,0.55,0.29,0.66,0.62
quickfast.csv,0.89,0.95,0.25,0.69,0.76,0.72,0.25
wow-qrsk.csv,0.25,0.25,0.0,0.15,0.63,0.46,0.0
