,wow-qrsk.csv,m-a-d-n-e-s-s.csv,kindb.csv,kftpgrabber.csv,netatalk.csv,illumination.csv,quickfast.csv
illumination.csv,0.0,0.27,0.0,0.29,0.32,0.62,0.84
kftpgrabber.csv,0.3,0.42,1.0,0.65,0.67,0.24,0.65
kindb.csv,0.5,0.78,0.93,0.51,1.0,0.26,0.77
m-a-d-n-e-s-s.csv,0.6,0.61,0.93,0.5,0.54,0.43,0.78
netatalk.csv,0.21,0.38,0.71,0.37,0.48,0.22,0.66
quickfast.csv,0.19,0.3,0.8,0.39,0.28,0.25,0.8
wow-qrsk.csv,0.45,0.38,0.0,0.55,0.35,0.21,1.0
