,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,yarp.csv
bloodycore.csv,0.36,0.16,0.44,0.39,0.11,0.16,0.0,0.13,0.13,0.0
flylegacy.csv,0.51,0.53,0.72,0.24,0.49,0.45,0.29,0.6,0.51,0.25
jguard.csv,0.51,0.46,0.48,0.26,0.55,0.58,0.22,0.71,0.4,0.36
m-a-d-n-e-s-s.csv,0.31,0.06,0.38,0.19,0.09,0.0,0.0,0.14,0.68,0.07
mob-sen-plat.csv,0.51,0.81,0.8,0.24,0.72,0.49,0.27,0.65,0.56,0.49
raygina.csv,0.7,0.11,0.79,0.26,0.38,0.3,0.22,0.4,0.27,0.47
st-filteredstatistics.csv,0.56,0.41,0.79,0.27,0.64,0.41,0.31,0.82,0.48,0.56
upp-mirror.csv,0.34,0.11,0.78,0.36,0.67,0.46,0.2,0.43,0.53,0.23
wishmaster.csv,0.2,0.27,0.54,0.22,0.56,0.33,0.45,0.17,0.51,0.45
yarp.csv,0.39,0.0,0.61,0.17,0.06,0.35,0.07,0.38,0.29,0.57
