,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,yarp.csv
bloodycore.csv,0.16,0.1,0.36,0.24,0.15,0.09,0.07,0.23,0.07,0.0
flylegacy.csv,0.63,0.15,0.36,0.23,0.32,0.7,0.74,0.38,0.77,0.26
jguard.csv,0.65,0.7,0.41,0.7,0.56,0.29,0.56,0.46,0.85,0.53
m-a-d-n-e-s-s.csv,0.05,0.0,0.23,0.09,0.07,0.05,0.0,0.0,0.1,0.08
mob-sen-plat.csv,0.77,0.2,0.86,0.55,0.8,0.62,0.51,0.23,0.48,0.24
raygina.csv,0.28,0.15,0.91,0.8,0.29,0.39,0.43,0.08,0.23,0.45
st-filteredstatistics.csv,0.93,0.1,0.95,0.77,0.51,0.36,0.93,0.08,0.9,0.82
upp-mirror.csv,0.33,0.05,0.64,0.38,0.32,0.25,0.21,0.38,0.42,0.16
wishmaster.csv,0.26,0.3,0.45,0.25,0.37,0.75,0.28,0.31,0.22,0.42
yarp.csv,0.19,0.0,0.55,0.28,0.05,0.71,0.25,0.31,0.37,0.39
