,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,yarp.csv
bloodycore.csv,0.32,0.11,0.36,0.6,0.07,0.12,0.0,0.1,0.1,0.0
flylegacy.csv,0.61,0.44,0.63,0.35,0.43,0.54,0.53,0.51,0.59,0.23
jguard.csv,0.59,0.39,0.4,0.57,0.5,0.64,0.43,0.62,0.42,0.41
m-a-d-n-e-s-s.csv,0.24,0.04,0.29,0.19,0.06,0.0,0.0,0.1,0.68,0.05
mob-sen-plat.csv,0.53,0.77,0.43,0.52,0.51,0.6,0.5,0.55,0.75,0.48
raygina.csv,0.78,0.07,0.32,0.51,0.32,0.33,0.39,0.3,0.28,0.53
st-filteredstatistics.csv,0.27,0.31,0.2,0.55,0.59,0.46,0.27,0.75,0.36,0.5
upp-mirror.csv,0.36,0.07,0.63,0.67,0.62,0.47,0.25,0.34,0.69,0.19
wishmaster.csv,0.19,0.21,0.45,0.34,0.5,0.4,0.65,0.12,0.56,0.5
yarp.csv,0.36,0.0,0.5,0.28,0.04,0.44,0.09,0.3,0.35,0.63
