,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,yarp.csv
bloodycore.csv,0.28,0.09,0.32,0.57,0.06,0.1,0.0,0.08,0.08,0.0
flylegacy.csv,0.72,0.39,0.63,0.31,0.39,0.67,0.71,0.49,0.96,0.2
jguard.csv,0.72,0.42,0.37,0.73,0.52,0.63,0.43,0.64,0.76,0.4
m-a-d-n-e-s-s.csv,0.2,0.03,0.25,0.16,0.05,0.0,0.0,0.08,0.64,0.04
mob-sen-plat.csv,0.8,0.76,0.87,0.54,0.84,0.7,0.5,0.51,0.84,0.44
raygina.csv,0.8,0.06,0.86,0.83,0.28,0.3,0.36,0.26,0.24,0.52
st-filteredstatistics.csv,1.0,0.27,0.87,0.84,0.62,0.43,0.93,0.72,1.0,0.88
upp-mirror.csv,0.32,0.06,0.78,0.69,0.61,0.43,0.21,0.31,0.72,0.16
wishmaster.csv,0.16,0.18,0.43,0.3,0.48,0.47,0.64,0.1,0.52,0.48
yarp.csv,0.32,0.0,0.52,0.24,0.03,0.5,0.07,0.26,0.32,0.64
