,qpe.csv,psycle.csv,acegisecurity.csv,mbse.csv,echongl.csv,xpontus.csv,ns-3-dev-def-routing.csv,v8.csv,wxstudio.csv,les-indemodables.csv,simplewebservices.csv,xamj.csv,wikipediardware.csv
acegisecurity.csv,0.58,0.76,0.03,1.0,0.86,1.08,0.67,0.59,0.81,0.98,0.66,0.57,1.0
echongl.csv,0.77,0.63,0.73,0.66,0.01,0.44,0.75,0.77,0.71,0.91,0.83,0.82,0.92
les-indemodables.csv,0.53,0.67,0.69,0.56,0.91,0.53,0.64,0.67,0.75,0.05,0.63,0.6,0.83
mbse.csv,0.52,0.74,0.71,0.05,0.83,0.36,0.55,0.7,0.7,0.81,0.74,0.61,0.83
ns-3-dev-def-routing.csv,0.58,0.78,0.74,0.85,0.75,0.09,0.03,0.73,0.78,0.6,0.71,0.77,0.91
psycle.csv,0.75,0.03,0.76,0.89,0.91,0.83,0.78,0.87,0.83,0.68,0.85,0.59,0.62
qpe.csv,0.26,0.83,0.77,0.96,0.9,1.07,0.7,0.83,0.72,0.89,0.84,0.85,0.89
simplewebservices.csv,0.62,0.64,0.67,0.59,0.9,0.3,0.74,0.74,0.74,0.51,0.04,0.68,0.7
v8.csv,0.99,0.94,0.72,0.97,1.0,0.44,1.0,0.0,0.94,1.0,0.59,0.52,1.0
wikipediardware.csv,0.72,0.54,0.9,0.9,0.95,1.41,0.8,0.64,0.67,0.74,0.87,0.81,0.08
wxstudio.csv,0.82,0.81,0.8,0.84,0.69,0.3,0.73,0.83,0.05,0.83,0.94,0.64,0.69
xamj.csv,0.62,0.65,0.67,0.91,0.74,1.03,0.66,0.71,0.83,0.73,0.82,0.1,0.77
