,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,jgameai.csv,zealos.csv,gogoego.csv,vars-redux.csv,httpcontentparser.csv,tart.csv,snakeyaml.csv,impala.csv,dataobjectsdotnet.csv,xbg.csv,gdis.csv,loki-lib.csv,xqilla.csv,biopax.csv,exl.csv,crux-framework.csv
avifile.csv,0.02,1.0,0.09,0.0,0.62,0.0,0.1,0.05,0.06,0.0,0.0,0.0,0.36,0.0,0.02,0.24,0.0,0.2,0.22,0.0
baadengine.csv,0.99,0.0,0.0,0.85,0.35,0.81,0.66,0.6,0.59,0.49,0.67,0.4,0.52,0.74,0.77,0.56,0.6,0.34,0.61,0.6
biopax.csv,0.48,0.24,0.0,0.3,0.53,0.17,0.59,0.52,0.24,0.33,0.66,0.52,0.49,0.69,0.64,0.65,0.64,0.99,0.77,0.49
crux-framework.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
dataobjectsdotnet.csv,0.39,0.67,0.34,0.93,0.42,0.37,0.28,0.45,0.45,0.7,0.34,0.32,0.97,0.29,0.23,0.47,0.7,0.29,0.73,0.65
exl.csv,0.63,0.22,0.0,0.85,0.6,0.7,0.6,0.7,0.5,0.52,0.64,0.44,0.54,0.71,0.71,0.45,0.86,0.7,0.98,0.57
gdis.csv,0.44,0.51,0.0,0.21,0.52,0.33,0.27,0.45,0.38,0.51,0.46,0.13,0.52,0.52,1.0,0.53,0.33,0.78,0.56,0.38
gogoego.csv,0.65,0.23,0.13,0.0,0.42,0.31,0.93,0.53,0.65,0.0,0.56,0.28,0.53,0.15,0.45,0.31,0.7,0.36,0.42,0.68
httpcontentparser.csv,0.16,0.24,0.02,0.0,0.22,0.09,0.1,0.07,0.83,0.24,0.18,0.05,0.33,0.14,0.27,0.38,0.37,0.12,0.06,0.38
impala.csv,0.55,0.63,0.04,0.0,0.3,0.26,0.26,0.24,0.43,0.42,0.05,0.87,0.48,0.21,0.35,0.26,0.35,0.0,0.16,0.36
jgameai.csv,0.07,0.0,0.01,0.0,1.0,0.49,0.35,0.1,0.0,0.0,0.13,0.14,0.05,0.29,0.3,0.0,0.0,0.12,0.15,0.38
loki-lib.csv,0.57,0.23,0.34,0.91,0.38,0.63,0.63,0.6,0.6,0.54,0.67,0.38,0.6,0.54,0.84,0.98,0.65,0.41,0.42,0.78
snakeyaml.csv,0.12,0.24,0.11,0.87,0.49,0.41,0.27,0.35,0.18,0.66,0.91,0.24,0.32,0.4,0.58,0.39,0.0,0.35,0.49,0.71
tart.csv,0.04,0.0,0.24,0.0,0.49,0.04,0.21,0.36,0.06,0.83,0.05,0.36,0.27,0.41,0.0,0.0,0.0,0.34,0.26,0.0
vars-redux.csv,0.37,0.0,0.19,0.95,0.18,0.42,0.59,0.98,0.62,0.43,0.7,0.5,0.29,0.29,0.47,0.2,0.67,0.2,0.64,0.36
werx.csv,0.0,0.13,1.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.05,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.05
xbg.csv,0.22,0.24,0.2,0.97,0.18,0.41,0.39,0.1,0.06,0.0,0.3,0.24,0.3,1.0,0.43,0.12,0.0,0.04,0.0,0.0
xqilla.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
zealos.csv,0.44,0.42,0.0,0.0,0.56,0.98,0.57,0.59,0.6,0.82,0.44,0.49,0.54,0.41,0.49,0.52,0.0,0.53,0.61,0.64
