,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,jgameai.csv,zealos.csv,gogoego.csv,vars-redux.csv,httpcontentparser.csv,tart.csv,snakeyaml.csv,impala.csv,dataobjectsdotnet.csv,xbg.csv,gdis.csv,loki-lib.csv,xqilla.csv,biopax.csv,exl.csv,crux-framework.csv
avifile.csv,0.14,0.0,0.0,0.14,0.48,0.0,0.05,0.09,0.1,0.03,0.01,0.03,0.27,0.31,0.08,0.41,0.11,0.5,0.62,0.04
baadengine.csv,0.0,0.55,1.0,0.46,0.24,0.28,0.51,0.63,0.43,0.71,0.44,0.6,0.42,0.29,0.46,0.22,0.77,0.4,0.0,0.77
biopax.csv,0.81,0.91,1.0,0.92,0.75,0.96,0.62,0.82,0.94,0.88,0.69,0.78,0.8,0.69,0.23,0.39,0.74,0.0,0.54,0.84
crux-framework.csv,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataobjectsdotnet.csv,0.71,0.6,0.75,0.26,0.22,0.87,0.23,0.24,0.12,0.54,0.22,0.28,0.01,0.09,0.0,0.65,0.68,0.2,0.46,0.41
exl.csv,0.4,0.66,1.0,0.46,0.54,0.6,0.69,0.63,0.49,0.67,0.45,0.85,0.48,0.42,0.38,0.24,0.44,0.2,0.0,0.79
gdis.csv,0.83,0.68,1.0,0.95,0.79,0.91,0.93,0.85,0.89,0.83,0.8,0.97,0.77,0.82,0.0,0.8,0.89,0.4,0.77,0.89
gogoego.csv,0.57,0.38,0.0,0.31,0.27,0.91,0.0,0.49,0.35,0.36,0.2,0.22,0.22,0.11,0.85,0.5,0.68,0.35,0.38,0.25
httpcontentparser.csv,0.32,0.05,0.0,0.21,0.29,0.04,0.03,0.07,0.0,0.16,0.01,0.03,0.28,0.13,0.15,0.63,0.24,0.45,0.23,0.06
impala.csv,0.47,0.23,0.0,0.81,0.92,0.37,0.93,0.67,0.63,0.47,0.0,0.0,0.74,0.95,0.85,0.93,0.57,1.0,0.92,0.37
jgameai.csv,0.01,0.14,0.0,0.14,0.02,0.76,0.31,0.07,0.14,0.28,0.01,0.14,0.02,0.15,0.31,0.0,0.11,0.2,0.0,0.14
loki-lib.csv,0.25,0.37,0.5,0.34,0.37,0.68,0.42,0.48,0.41,0.61,0.31,0.53,0.54,0.25,0.31,0.0,0.73,0.3,0.08,0.59
snakeyaml.csv,0.0,0.09,0.0,0.42,0.56,0.34,0.13,0.28,0.08,0.61,0.0,0.18,0.27,0.53,0.31,0.54,0.05,0.45,0.08,0.06
tart.csv,0.02,0.0,0.0,0.44,0.37,0.0,0.2,0.42,0.01,0.0,0.3,0.21,0.15,0.35,0.0,0.0,0.0,0.15,0.0,0.16
vars-redux.csv,0.48,0.15,0.75,0.22,0.22,0.12,0.37,0.01,0.28,0.42,0.29,0.39,0.18,0.16,0.15,0.04,0.32,0.0,0.0,0.43
werx.csv,1.0,0.97,0.0,1.0,1.0,1.0,1.0,0.96,1.0,1.0,0.99,0.98,1.0,1.0,1.0,1.0,1.0,1.0,0.92,0.99
xbg.csv,0.15,0.03,0.0,0.14,0.1,0.34,0.3,0.06,0.15,0.24,0.03,0.21,0.12,0.0,0.23,0.04,0.09,0.0,0.15,0.13
xqilla.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zealos.csv,0.27,0.51,1.0,0.42,0.68,0.0,0.52,0.69,0.39,0.52,0.39,0.48,0.66,0.45,0.31,0.57,0.21,0.4,0.31,0.47
