,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,jgameai.csv,zealos.csv,gogoego.csv,vars-redux.csv,httpcontentparser.csv,tart.csv,snakeyaml.csv,impala.csv,dataobjectsdotnet.csv,xbg.csv,gdis.csv,loki-lib.csv,xqilla.csv,biopax.csv,exl.csv,crux-framework.csv
avifile.csv,0.28,1.0,1.0,0.0,0.36,0.0,0.35,0.25,0.06,0.0,0.0,0.0,0.48,0.0,0.5,0.24,0.0,0.55,0.5,0.0
baadengine.csv,1.0,0.0,0.97,0.02,0.35,0.57,0.32,0.45,0.14,0.05,0.19,0.08,0.48,0.27,0.89,0.6,0.03,0.73,1.0,0.03
biopax.csv,0.74,0.03,0.98,0.01,0.29,0.29,0.27,0.47,0.11,0.04,0.17,0.12,0.42,0.17,0.92,0.51,0.03,1.0,0.84,0.03
crux-framework.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
dataobjectsdotnet.csv,0.64,0.09,0.96,0.04,0.42,0.25,0.26,0.56,0.29,0.08,0.17,0.12,0.99,0.29,1.0,0.33,0.04,0.82,0.85,0.04
exl.csv,0.83,0.02,0.97,0.02,0.33,0.39,0.27,0.51,0.11,0.05,0.18,0.12,0.47,0.21,0.89,0.52,0.05,0.92,1.0,0.03
gdis.csv,0.73,0.06,0.98,0.01,0.3,0.33,0.25,0.44,0.11,0.06,0.11,0.12,0.43,0.15,1.0,0.41,0.02,0.88,0.78,0.03
gogoego.csv,0.8,0.04,1.0,0.0,0.37,0.29,1.0,0.44,0.18,0.0,0.28,0.13,0.63,0.14,0.82,0.26,0.04,0.77,0.76,0.07
httpcontentparser.csv,0.55,0.25,1.0,0.0,0.22,0.4,0.47,0.38,1.0,0.07,0.67,0.14,0.44,0.12,0.87,0.28,0.03,0.44,0.4,0.12
impala.csv,0.79,0.17,1.0,0.0,0.29,0.22,0.23,0.2,0.08,0.05,1.0,1.0,0.39,0.13,0.73,0.34,0.01,0.72,0.43,0.02
jgameai.csv,0.97,0.0,1.0,0.0,0.96,0.28,0.25,0.44,0.0,0.0,0.75,0.11,0.6,0.2,0.79,0.0,0.0,0.64,1.0,0.06
loki-lib.csv,0.87,0.04,0.97,0.03,0.28,0.35,0.33,0.49,0.15,0.05,0.25,0.08,0.49,0.22,0.93,1.0,0.03,0.81,0.94,0.04
snakeyaml.csv,1.0,0.14,1.0,0.02,0.27,0.32,0.37,0.44,0.18,0.07,1.0,0.13,0.44,0.09,0.89,0.31,0.0,0.72,0.95,0.22
tart.csv,0.83,0.0,1.0,0.0,0.34,1.0,0.23,0.36,0.33,1.0,0.02,0.17,0.53,0.14,0.0,0.0,0.0,0.88,1.0,0.0
vars-redux.csv,0.69,0.0,0.92,0.04,0.22,0.58,0.34,0.98,0.2,0.05,0.27,0.14,0.52,0.18,0.92,0.71,0.05,1.0,1.0,0.02
werx.csv,0.75,0.07,1.0,0.01,0.29,0.31,0.25,0.42,0.11,0.05,0.13,0.12,0.44,0.13,0.81,0.39,0.02,0.77,0.76,0.03
xbg.csv,0.79,0.33,1.0,0.07,0.4,0.32,0.28,0.5,0.04,0.0,0.58,0.12,0.63,1.0,0.88,0.6,0.0,1.0,0.0,0.0
xqilla.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
zealos.csv,0.81,0.06,0.97,0.0,0.3,1.0,0.27,0.45,0.15,0.1,0.14,0.12,0.43,0.11,0.87,0.38,0.0,0.82,0.86,0.04
