,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,jgameai.csv,zealos.csv,gogoego.csv,vars-redux.csv,httpcontentparser.csv,tart.csv,snakeyaml.csv,impala.csv,dataobjectsdotnet.csv,xbg.csv,gdis.csv,loki-lib.csv,xqilla.csv,biopax.csv,exl.csv,crux-framework.csv
avifile.csv,0.02,1.0,0.07,0.0,0.65,0.0,0.08,0.04,0.05,0.0,0.0,0.0,0.32,0.0,0.02,0.21,0.0,0.17,0.2,0.0
baadengine.csv,0.99,0.0,0.78,1.0,0.31,0.83,0.73,0.71,0.6,0.6,0.7,0.4,0.51,0.75,0.86,0.52,1.0,0.31,0.56,1.0
biopax.csv,0.77,0.4,0.91,1.0,0.73,0.9,0.69,0.98,1.0,0.6,0.93,0.8,0.76,1.0,0.61,0.66,1.0,0.99,0.93,1.0
crux-framework.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
dataobjectsdotnet.csv,0.42,0.8,0.37,1.0,0.38,0.67,0.24,0.41,0.4,0.8,0.3,0.28,0.97,0.25,0.19,0.52,1.0,0.25,0.8,0.67
exl.csv,0.64,0.2,0.73,1.0,0.65,0.87,0.78,0.9,0.5,0.6,0.67,0.84,0.55,0.75,0.74,0.41,1.0,0.68,0.98,1.0
gdis.csv,0.73,0.6,0.88,1.0,0.81,1.0,0.96,0.92,0.95,1.0,0.67,0.96,0.75,1.0,1.0,0.9,0.67,0.85,0.88,1.0
gogoego.csv,0.74,0.2,0.11,0.0,0.38,0.83,0.92,0.53,0.65,0.0,0.52,0.24,0.49,0.12,0.89,0.28,1.0,0.32,0.39,0.67
httpcontentparser.csv,0.13,0.2,0.02,0.0,0.19,0.07,0.08,0.06,0.8,0.2,0.15,0.04,0.29,0.12,0.23,0.38,0.33,0.1,0.05,0.33
impala.csv,0.56,0.6,0.03,0.0,0.92,0.23,0.86,0.22,0.45,0.4,0.04,0.84,0.61,1.0,0.53,0.76,0.33,0.72,0.22,0.33
jgameai.csv,0.06,0.0,0.01,0.0,1.0,0.67,0.31,0.08,0.0,0.0,0.11,0.12,0.04,0.25,0.26,0.0,0.0,0.1,0.12,0.33
loki-lib.csv,0.54,0.2,0.32,1.0,0.35,0.83,0.64,0.63,0.6,0.6,0.67,0.36,0.65,0.5,0.89,0.97,1.0,0.37,0.37,1.0
snakeyaml.csv,0.1,0.2,0.09,1.0,0.5,0.37,0.23,0.31,0.15,0.8,0.89,0.2,0.28,0.38,0.56,0.38,0.0,0.32,0.44,0.67
tart.csv,0.03,0.0,0.2,0.0,0.46,0.03,0.18,0.33,0.05,0.8,0.04,0.32,0.23,0.38,0.0,0.0,0.0,0.3,0.22,0.0
vars-redux.csv,0.35,0.0,0.18,1.0,0.15,0.37,0.58,0.98,0.6,0.4,0.7,0.48,0.25,0.25,0.42,0.17,0.67,0.17,0.59,0.33
werx.csv,0.99,1.0,1.0,1.0,1.0,1.0,1.0,0.96,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.94,0.9,1.0
xbg.csv,0.19,0.2,0.17,1.0,0.15,0.37,0.35,0.08,0.05,0.0,0.26,0.2,0.26,1.0,0.39,0.1,0.0,0.03,0.0,0.0
xqilla.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
zealos.csv,0.4,0.4,0.7,0.0,0.69,0.97,0.6,0.76,0.6,1.0,0.41,0.48,0.63,0.38,0.46,0.55,0.0,0.52,0.59,0.67
