,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,jgameai.csv,zealos.csv,gogoego.csv,vars-redux.csv,httpcontentparser.csv,tart.csv,snakeyaml.csv,impala.csv,dataobjectsdotnet.csv,xbg.csv,gdis.csv,loki-lib.csv,xqilla.csv,biopax.csv,exl.csv,crux-framework.csv
avifile.csv,0.99,0.0,0.93,1.01,0.59,1.0,0.92,0.96,0.96,1.0,1.0,1.0,0.73,1.05,0.99,0.89,1.01,0.97,1.01,1.0
baadengine.csv,0.01,1.14,1.02,0.46,0.73,0.33,0.58,0.69,0.59,0.81,0.53,0.85,0.65,0.38,0.48,0.53,0.77,0.8,0.44,0.77
biopax.csv,0.84,1.09,1.0,0.92,0.79,0.96,0.7,0.82,0.94,0.96,0.69,0.81,0.83,0.69,0.45,0.52,0.74,0.01,0.54,0.84
crux-framework.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
dataobjectsdotnet.csv,0.91,0.63,0.98,0.26,0.65,0.93,0.79,0.64,0.61,0.58,0.74,0.77,0.03,0.76,0.81,0.81,0.68,0.77,0.5,0.53
exl.csv,0.54,1.04,1.04,0.46,0.64,0.62,0.72,0.64,0.7,0.78,0.56,0.87,0.66,0.49,0.47,0.63,0.44,0.38,0.02,0.79
gdis.csv,0.88,0.79,1.01,0.95,0.82,0.91,0.93,0.85,0.89,0.83,0.87,0.97,0.81,0.82,0.0,0.81,0.95,0.43,0.78,0.89
gogoego.csv,0.63,0.89,0.89,1.05,0.67,0.93,0.08,0.68,0.49,1.06,0.52,0.79,0.55,0.88,0.85,0.88,0.68,0.76,0.72,0.42
httpcontentparser.csv,0.93,0.8,0.98,1.02,0.86,0.93,0.92,0.94,0.2,0.82,0.85,0.96,0.76,0.88,0.79,0.88,0.71,1.01,0.98,0.67
impala.csv,0.64,0.46,0.97,1.29,0.92,0.85,0.94,1.03,0.84,0.76,0.96,0.16,0.84,0.95,0.97,0.97,0.88,1.04,1.21,0.76
jgameai.csv,0.94,1.01,0.99,1.01,0.02,0.83,0.75,0.92,1.01,1.04,0.89,0.89,0.96,0.76,0.8,1.0,1.01,0.92,0.88,0.68
loki-lib.csv,0.53,0.88,0.84,0.34,0.75,0.7,0.55,0.6,0.57,0.73,0.45,0.83,0.64,0.56,0.33,0.03,0.73,0.7,0.64,0.59
snakeyaml.csv,0.9,0.81,0.91,0.42,0.75,0.72,0.78,0.75,0.85,0.64,0.11,0.82,0.77,0.82,0.54,0.82,1.0,0.81,0.57,0.34
tart.csv,0.97,1.0,0.8,1.09,0.65,0.97,0.84,0.79,0.95,0.2,1.01,0.71,0.79,0.71,1.0,1.0,1.0,0.72,0.78,1.01
vars-redux.csv,0.81,1.01,1.11,0.22,0.87,0.64,0.56,0.03,0.49,0.73,0.41,0.65,0.77,0.77,0.6,0.83,0.47,0.83,0.41,0.79
werx.csv,1.0,0.97,0.0,1.0,1.0,1.0,1.0,0.96,1.0,1.0,0.99,0.98,1.0,1.0,1.0,1.0,1.0,1.0,0.93,0.99
xbg.csv,0.82,0.8,0.83,0.14,0.85,0.72,0.71,0.92,0.96,1.03,0.74,0.83,0.75,0.0,0.66,0.9,1.0,0.97,1.01,1.01
xqilla.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
zealos.csv,0.66,0.79,1.05,1.08,0.75,0.03,0.66,0.73,0.56,0.52,0.71,0.7,0.75,0.77,0.62,0.72,1.02,0.62,0.52,0.57
