,gtad.csv,wgs-assembler.csv,nh3d.csv,jvcl.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,taokgame.csv,scen-connect.csv,htmlunit.csv,jaxen.csv,emulemorph.csv,jsr308-langtools.csv,continuum-ide.csv,motu.csv,anaxagora.csv,stemkit.csv,zabbix.csv,carabiner.csv
anaxagora.csv,0.34,0.27,0.43,0.93,0.09,0.21,0.26,0.0,0.37,0.08,0.17,0.21,0.55,0.05,0.51,0.37,0.01,0.31,0.15,0.35
blogentis.csv,0.48,0.5,0.73,0.52,0.73,0.38,0.03,0.2,0.18,0.43,0.43,0.39,0.49,0.2,0.77,0.46,0.26,0.54,0.72,0.02
carabiner.csv,0.31,0.7,1.0,0.91,0.91,0.35,0.67,0.3,0.6,0.46,0.45,0.63,0.51,0.25,0.46,0.63,0.58,0.32,0.21,0.0
continuum-ide.csv,0.04,0.07,0.72,0.04,0.73,0.7,0.72,0.3,0.16,0.49,0.49,0.04,0.2,0.05,0.03,0.54,0.58,0.12,0.0,0.22
emulemorph.csv,0.0,0.03,0.0,0.0,0.09,0.16,0.04,0.0,0.04,0.21,0.0,0.0,0.0,0.0,0.1,0.11,0.0,0.19,0.02,0.14
gtad.csv,0.0,0.04,0.08,0.14,0.0,0.02,0.14,0.0,0.11,0.05,0.03,0.02,0.04,0.05,0.21,0.17,0.07,0.01,0.0,0.02
htmlunit.csv,0.42,0.83,0.7,0.85,0.18,0.65,0.2,0.2,0.13,0.93,0.01,0.15,0.15,0.15,0.33,0.96,0.12,0.14,0.0,0.76
jaxen.csv,0.01,0.11,0.0,0.16,0.0,0.6,0.28,0.0,0.05,0.36,0.26,0.0,0.23,0.2,0.33,0.24,0.66,0.12,0.02,0.1
jsr308-langtools.csv,0.2,0.61,0.72,0.92,0.0,0.21,0.3,0.1,0.43,0.15,0.22,0.39,0.29,0.0,0.64,0.41,0.49,0.22,0.26,0.22
jvcl.csv,0.0,0.03,0.0,0.0,0.09,0.04,0.06,0.0,0.07,0.11,0.12,0.26,0.03,0.05,0.03,0.04,0.15,0.0,0.01,0.06
kaffeine.csv,0.93,0.99,1.0,0.99,0.09,0.41,0.43,1.0,0.74,0.69,0.72,0.87,0.92,0.55,1.0,0.83,0.62,0.88,1.0,0.51
m-m-m.csv,0.7,0.36,0.88,1.0,0.64,0.79,0.88,0.0,0.6,0.61,0.78,0.88,0.73,0.65,0.77,0.57,0.77,0.54,0.8,0.94
motu.csv,0.13,0.21,0.05,0.55,0.0,0.03,0.06,0.0,0.18,0.0,0.13,0.11,0.06,0.05,0.15,0.0,0.09,0.0,0.0,0.06
nh3d.csv,0.07,0.01,0.0,0.14,0.0,0.25,0.25,0.0,0.1,0.39,0.02,0.11,0.24,0.35,0.33,0.37,0.18,0.15,0.03,0.27
sarasvati.csv,0.01,0.0,0.0,0.3,0.0,0.0,0.01,0.2,0.01,0.02,0.04,0.18,0.0,0.1,0.1,0.11,0.06,0.0,0.0,0.04
stemkit.csv,0.14,0.01,0.01,0.03,0.0,0.04,0.06,0.0,0.02,0.02,0.04,0.04,0.02,0.0,0.03,0.09,0.06,0.0,0.02,0.04
taokgame.csv,0.21,0.0,0.0,0.08,0.0,0.09,0.32,0.0,0.0,0.15,0.03,0.1,0.35,0.25,0.13,0.11,0.21,0.12,0.15,0.08
wgs-assembler.csv,0.07,0.0,0.16,0.34,0.0,0.11,0.41,0.0,0.23,0.46,0.11,0.15,0.21,0.1,0.18,0.39,0.12,0.28,0.11,0.06
zabbix.csv,0.77,0.94,0.93,0.97,1.0,0.82,0.68,0.8,0.72,0.54,0.71,0.55,0.85,0.65,0.9,0.91,0.81,0.65,0.01,0.8
