,gtad.csv,wgs-assembler.csv,nh3d.csv,jvcl.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,taokgame.csv,scen-connect.csv,htmlunit.csv,jaxen.csv,emulemorph.csv,jsr308-langtools.csv,continuum-ide.csv,motu.csv,anaxagora.csv,stemkit.csv,zabbix.csv,carabiner.csv
anaxagora.csv,0.0,0.49,0.5,0.94,0.47,0.18,0.33,0.2,0.5,0.0,0.3,0.4,0.67,0.33,0.41,0.54,0.95,0.0,0.29,0.36
blogentis.csv,0.5,0.56,0.5,0.62,0.51,0.36,0.92,0.22,0.1,1.0,0.51,0.4,0.5,0.6,0.88,0.31,0.52,0.5,0.57,0.09
carabiner.csv,0.5,0.72,1.0,0.94,0.39,0.55,0.75,0.18,0.6,1.0,0.48,0.6,0.17,0.2,0.59,0.77,0.52,0.17,0.25,1.0
continuum-ide.csv,0.0,0.0,0.5,0.12,0.14,0.45,0.62,0.16,0.0,0.0,0.38,0.2,0.17,0.17,0.94,0.23,0.38,0.17,0.0,0.32
emulemorph.csv,0.0,0.03,0.0,0.0,0.06,0.0,0.04,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.33,0.0,0.05
gtad.csv,1.0,0.13,0.0,0.19,0.02,0.27,0.25,0.0,0.0,1.0,0.09,0.0,0.33,0.23,0.12,0.54,0.1,0.0,0.03,0.09
htmlunit.csv,0.5,1.0,0.5,0.88,0.12,0.64,0.29,0.18,0.0,1.0,0.94,0.8,0.5,0.4,0.59,0.85,0.14,0.17,0.06,0.64
jaxen.csv,0.0,0.18,0.0,0.25,0.12,0.55,0.38,0.0,0.5,0.0,0.29,1.0,0.5,0.43,0.24,0.38,0.57,0.17,0.11,0.14
jsr308-langtools.csv,0.5,0.59,0.25,0.94,0.53,0.55,0.5,0.37,0.5,0.0,0.52,0.8,0.0,0.97,0.41,0.85,0.57,0.33,0.34,0.32
jvcl.csv,0.0,0.08,0.0,1.0,0.0,0.0,0.12,0.02,0.1,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.17,0.0
kaffeine.csv,0.5,0.97,1.0,0.88,0.96,0.73,0.75,0.45,0.7,1.0,0.83,1.0,0.83,0.9,1.0,0.92,0.67,0.83,1.0,0.64
m-m-m.csv,0.5,0.38,0.75,1.0,0.59,0.82,0.75,1.0,0.5,1.0,0.83,1.0,0.33,0.87,0.82,0.92,0.76,0.33,0.69,0.91
motu.csv,0.5,0.23,0.25,0.62,0.04,0.18,0.12,0.16,0.0,0.0,0.28,0.2,0.0,0.03,0.06,0.92,0.29,0.0,0.06,0.0
nh3d.csv,0.0,0.0,1.0,0.25,0.14,0.45,0.25,0.02,1.0,1.0,0.17,0.4,0.5,0.33,0.41,0.77,0.24,0.0,0.26,0.23
sarasvati.csv,1.0,0.08,0.0,0.31,0.08,1.0,0.0,0.06,0.0,1.0,0.24,0.8,0.0,0.33,0.24,0.23,0.14,0.0,0.03,0.0
stemkit.csv,0.0,0.05,0.0,0.0,0.1,0.0,0.0,0.04,0.0,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.14,1.0,0.05,0.0
taokgame.csv,0.5,0.0,0.0,0.06,0.16,0.09,0.21,0.02,1.0,0.0,0.03,0.2,0.67,0.17,0.18,0.08,0.29,0.17,0.49,0.14
wgs-assembler.csv,0.0,0.87,1.0,0.5,0.18,0.27,0.54,0.04,0.1,1.0,0.15,0.6,0.0,0.3,0.12,0.31,0.43,0.33,0.17,0.09
zabbix.csv,1.0,0.97,0.5,1.0,0.88,0.91,0.79,0.86,0.9,1.0,0.82,0.8,0.83,0.87,0.88,0.92,0.9,0.67,0.98,0.55
