,gtad.csv,wgs-assembler.csv,nh3d.csv,jvcl.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,taokgame.csv,scen-connect.csv,htmlunit.csv,jaxen.csv,emulemorph.csv,jsr308-langtools.csv,continuum-ide.csv,motu.csv,anaxagora.csv,stemkit.csv,zabbix.csv,carabiner.csv
anaxagora.csv,0.0,0.5,0.01,0.1,0.96,0.06,0.31,1.0,0.14,0.0,0.45,0.11,0.07,0.91,0.26,0.29,0.95,0.0,0.56,0.31
blogentis.csv,0.03,0.39,0.01,0.12,0.76,0.06,0.92,0.85,0.06,0.04,0.35,0.06,0.06,0.82,0.33,0.16,0.28,0.07,0.35,0.67
carabiner.csv,0.04,0.36,0.01,0.1,0.66,0.1,0.28,0.75,0.11,0.03,0.33,0.05,0.02,0.55,0.36,0.26,0.15,0.04,0.44,1.0
continuum-ide.csv,0.0,0.0,0.01,0.25,0.47,0.04,0.23,0.73,0.0,0.0,0.26,0.25,0.05,0.83,0.94,0.11,0.11,0.1,0.0,0.39
emulemorph.csv,0.0,0.33,0.0,0.0,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12
gtad.csv,1.0,0.62,0.0,0.13,1.0,0.5,0.38,0.0,0.0,0.25,0.62,0.0,0.33,0.88,0.2,0.47,0.2,0.0,1.0,0.67
htmlunit.csv,0.03,0.4,0.01,0.1,0.75,0.06,0.33,0.82,0.0,0.02,0.99,0.25,0.16,0.8,0.43,0.2,0.19,0.09,1.0,0.26
jaxen.csv,0.0,0.47,0.0,0.15,1.0,0.06,0.32,0.0,0.56,0.0,0.34,1.0,0.11,0.76,0.24,0.31,0.14,0.1,0.78,0.38
jsr308-langtools.csv,0.07,0.35,0.0,0.1,1.0,0.15,0.36,0.95,0.12,0.0,0.52,0.11,0.0,1.0,0.22,0.37,0.18,0.11,0.47,0.39
jvcl.csv,0.0,0.6,0.0,1.0,0.0,0.0,0.43,1.0,0.14,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.92,0.0
kaffeine.csv,0.01,0.36,0.01,0.09,0.98,0.11,0.38,0.7,0.1,0.02,0.35,0.07,0.05,0.71,0.3,0.24,0.17,0.07,0.4,0.35
m-m-m.csv,0.02,0.38,0.01,0.1,0.81,0.07,0.23,1.0,0.09,0.03,0.33,0.06,0.03,0.67,0.32,0.32,0.16,0.05,0.37,0.29
motu.csv,0.1,0.38,0.06,0.11,1.0,0.33,0.43,1.0,0.0,0.0,0.5,0.1,0.0,0.5,0.14,1.0,0.38,0.0,1.0,0.0
nh3d.csv,0.0,0.0,1.0,0.17,1.0,0.11,0.26,1.0,0.56,0.04,0.79,0.18,0.11,0.59,0.35,0.37,0.21,0.0,0.85,0.26
sarasvati.csv,0.67,1.0,0.0,0.1,1.0,1.0,0.0,0.6,0.0,0.5,0.75,0.21,0.0,0.83,0.5,0.38,0.3,0.0,1.0,0.0
stemkit.csv,0.0,0.67,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5,0.22,0.0,0.0,0.0,0.0,0.0,0.3,1.0,0.6,0.0
taokgame.csv,0.06,0.0,0.0,0.08,1.0,0.07,0.19,1.0,1.0,0.0,0.38,0.11,0.1,0.5,0.38,0.17,0.21,0.1,0.68,0.43
wgs-assembler.csv,0.0,1.0,0.07,0.14,1.0,0.15,0.32,1.0,0.05,0.03,0.39,0.2,0.0,0.82,0.22,0.18,0.41,0.09,0.5,0.4
zabbix.csv,0.04,0.37,0.01,0.1,0.8,0.07,0.29,0.85,0.13,0.03,0.34,0.08,0.05,0.67,0.3,0.22,0.18,0.08,0.98,0.23
