,gtad.csv,wgs-assembler.csv,nh3d.csv,jvcl.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,taokgame.csv,scen-connect.csv,htmlunit.csv,jaxen.csv,emulemorph.csv,jsr308-langtools.csv,continuum-ide.csv,motu.csv,anaxagora.csv,stemkit.csv,zabbix.csv,carabiner.csv
anaxagora.csv,0.58,0.61,0.47,0.31,0.5,0.86,0.62,0.8,0.63,0.8,0.83,0.74,0.41,0.73,0.41,0.54,0.95,0.73,0.76,0.62
blogentis.csv,0.69,0.54,0.65,0.42,0.7,0.65,0.67,0.62,0.88,0.52,0.5,0.5,0.65,0.55,0.38,0.6,0.64,0.64,0.52,0.67
carabiner.csv,0.83,0.4,0.51,0.34,0.72,0.49,0.5,0.5,0.44,0.48,0.48,0.56,0.65,0.91,0.39,0.36,0.42,0.83,0.92,0.64
continuum-ide.csv,0.67,0.8,0.67,0.88,0.93,0.57,0.52,0.45,0.92,0.63,0.68,0.75,0.95,0.83,0.59,0.64,0.59,0.9,0.0,0.72
emulemorph.csv,0.0,0.67,0.0,0.0,0.75,0.96,0.75,0.0,0.67,0.92,0.0,0.0,0.83,0.0,0.75,0.8,0.0,0.94,0.5,0.88
gtad.csv,0.5,0.88,0.97,0.96,0.0,0.83,0.75,0.0,0.89,0.75,0.92,0.5,0.83,0.75,0.9,0.67,0.9,0.0,0.5,0.67
htmlunit.csv,0.68,0.35,0.59,0.3,0.88,0.54,0.71,0.45,0.91,0.4,0.59,0.69,0.95,0.47,0.39,0.4,0.94,0.91,0.75,0.51
jaxen.csv,0.0,0.93,0.0,0.96,0.83,0.56,0.64,0.0,0.89,0.64,0.89,0.8,0.67,0.53,0.53,0.62,0.53,0.9,0.89,0.88
jsr308-langtools.csv,0.8,0.36,0.45,0.29,0.46,0.68,0.48,0.6,0.45,0.78,0.56,0.56,0.63,0.38,0.34,0.47,0.46,0.78,0.7,0.67
jvcl.csv,0.0,0.8,0.0,0.94,0.0,0.83,0.86,0.0,0.86,0.86,0.96,0.95,0.67,0.0,0.0,0.5,0.95,0.0,0.92,0.67
kaffeine.csv,0.36,0.32,0.51,0.31,0.4,0.52,0.52,0.45,0.4,0.4,0.35,0.42,0.41,0.37,0.32,0.34,0.43,0.38,0.36,0.53
m-m-m.csv,0.41,0.65,0.55,0.31,0.58,0.49,0.43,0.63,0.48,0.47,0.43,0.45,0.55,0.44,0.36,0.37,0.45,0.56,0.41,0.43
motu.csv,0.9,0.88,0.94,0.43,0.5,0.83,0.86,0.88,0.93,0.0,0.94,0.9,0.83,0.5,0.86,0.75,0.94,0.0,0.75,0.67
nh3d.csv,0.8,0.0,0.75,0.96,0.86,0.73,0.7,0.0,0.94,0.64,0.95,0.91,0.68,0.65,0.5,0.44,0.96,0.91,0.95,0.79
sarasvati.csv,0.67,0.67,0.0,0.77,0.75,0.91,0.0,0.8,0.0,0.5,0.96,0.63,0.0,0.58,0.88,0.88,0.9,0.0,0.5,0.5
stemkit.csv,0.9,0.67,0.5,0.8,0.8,0.83,0.75,0.5,0.5,0.5,0.89,0.67,0.5,0.0,0.0,0.75,0.9,0.83,0.8,0.5
taokgame.csv,0.94,0.0,0.0,0.92,0.88,0.93,0.78,0.0,0.9,0.89,0.88,0.89,0.53,0.9,0.88,0.83,0.83,0.9,0.81,0.86
wgs-assembler.csv,0.8,0.68,0.98,0.61,0.78,0.95,0.66,0.5,0.7,0.72,0.97,0.73,0.95,0.73,0.89,0.55,0.82,0.59,0.95,0.8
zabbix.csv,0.37,0.33,0.51,0.31,0.44,0.46,0.42,0.6,0.4,0.53,0.42,0.45,0.45,0.46,0.32,0.41,0.43,0.45,0.66,0.53
