,gtad.csv,wgs-assembler.csv,nh3d.csv,jvcl.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,taokgame.csv,scen-connect.csv,htmlunit.csv,jaxen.csv,emulemorph.csv,jsr308-langtools.csv,continuum-ide.csv,motu.csv,anaxagora.csv,stemkit.csv,zabbix.csv,carabiner.csv
anaxagora.csv,0.0,0.52,0.51,0.27,0.52,0.21,0.37,0.24,0.52,0.0,0.34,0.44,0.61,0.38,0.42,0.56,0.96,0.0,0.33,0.4
blogentis.csv,0.5,0.55,0.43,0.59,0.43,0.39,0.93,0.26,0.12,0.87,0.52,0.43,0.5,0.63,0.56,0.34,0.55,0.49,0.47,0.11
carabiner.csv,0.53,0.56,0.0,0.33,0.23,0.57,0.6,0.21,0.55,0.85,0.49,0.53,0.2,0.23,0.58,0.63,0.5,0.2,0.29,1.0
continuum-ide.csv,0.0,0.0,0.43,0.15,0.15,0.41,0.5,0.19,0.0,0.0,0.4,0.24,0.2,0.2,0.95,0.26,0.39,0.2,0.0,0.36
emulemorph.csv,0.0,0.04,0.0,0.0,0.07,0.0,0.05,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.37,0.0,0.06
gtad.csv,1.0,0.16,0.0,0.23,0.02,0.32,0.29,0.0,0.0,0.99,0.11,0.0,0.38,0.27,0.14,0.58,0.12,0.0,0.04,0.11
htmlunit.csv,0.51,0.51,0.44,0.45,0.14,0.55,0.33,0.21,0.0,0.27,0.95,0.81,0.54,0.45,0.6,0.17,0.17,0.2,0.07,0.48
jaxen.csv,0.0,0.21,0.0,0.29,0.15,0.51,0.42,0.0,0.55,0.0,0.33,1.0,0.54,0.47,0.28,0.42,0.5,0.2,0.13,0.17
jsr308-langtools.csv,0.54,0.54,0.26,0.3,0.58,0.59,0.53,0.42,0.51,0.0,0.56,0.75,0.0,0.98,0.4,0.78,0.56,0.37,0.38,0.36
jvcl.csv,0.0,0.1,0.0,1.0,0.0,0.0,0.15,0.02,0.12,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.2,0.0
kaffeine.csv,0.22,0.05,0.0,0.05,0.95,0.7,0.71,0.0,0.52,0.69,0.6,0.43,0.29,0.75,0.0,0.49,0.58,0.38,0.0,0.6
m-m-m.csv,0.44,0.41,0.37,0.0,0.52,0.52,0.37,1.0,0.48,0.76,0.53,0.41,0.32,0.67,0.54,0.75,0.52,0.35,0.46,0.24
motu.csv,0.55,0.27,0.29,0.58,0.05,0.22,0.15,0.19,0.0,0.0,0.32,0.24,0.0,0.04,0.07,0.93,0.34,0.0,0.07,0.0
nh3d.csv,0.0,0.0,1.0,0.29,0.17,0.49,0.29,0.02,0.98,0.89,0.2,0.45,0.54,0.37,0.44,0.74,0.28,0.0,0.3,0.27
sarasvati.csv,1.0,0.1,0.0,0.35,0.1,1.0,0.0,0.07,0.0,1.0,0.28,0.8,0.0,0.38,0.28,0.27,0.17,0.0,0.04,0.0
stemkit.csv,0.0,0.06,0.0,0.0,0.12,0.0,0.0,0.05,0.0,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.17,1.0,0.06,0.0
taokgame.csv,0.54,0.0,0.0,0.07,0.19,0.11,0.24,0.02,1.0,0.0,0.04,0.24,0.67,0.2,0.21,0.1,0.33,0.2,0.54,0.17
wgs-assembler.csv,0.0,0.89,0.96,0.53,0.22,0.31,0.55,0.05,0.12,0.85,0.18,0.64,0.0,0.35,0.14,0.34,0.48,0.37,0.2,0.11
zabbix.csv,0.6,0.24,0.22,0.13,0.0,0.5,0.61,0.52,0.62,0.81,0.6,0.69,0.44,0.67,0.34,0.32,0.52,0.57,0.98,0.41
