,kvs.csv,phet.csv,jasperreports.csv,fido.csv,hibernate.csv,geogebra.csv,fluent-nhibernate.csv
fido.csv,0.01,0.01,0.14,0.12,0.15,0.02,0.07
fluent-nhibernate.csv,0.04,0.37,0.1,0.26,0.24,0.33,0.2
geogebra.csv,0.62,0.27,0.3,0.31,0.26,0.24,0.23
hibernate.csv,0.54,0.69,0.95,0.47,0.28,0.43,0.88
jasperreports.csv,0.8,0.74,0.13,0.17,0.38,0.88,0.59
kvs.csv,0.24,0.37,0.25,0.23,0.28,0.37,0.16
phet.csv,0.83,0.26,0.12,0.53,0.65,0.7,0.58
