,gtad.csv,kaffeine.csv,sarasvati.csv,taokgame.csv,scen-connect.csv,jaxen.csv,jsr308-langtools.csv,continuum-ide.csv,zabbix.csv,carabiner.csv,free-evolution.csv,qedo.csv,jruby.csv,oorexx.csv
carabiner.csv,1.0,0.59,0.36,0.5,1.0,0.8,0.5,1.0,0.57,0.82,0.52,0.45,0.84,0.69
continuum-ide.csv,0.0,0.33,0.09,0.0,1.0,0.2,0.43,0.76,0.32,0.0,0.42,0.59,0.15,0.5
free-evolution.csv,1.0,0.33,0.45,0.6,0.0,0.6,0.97,0.82,0.31,0.91,0.55,0.45,0.63,1.0
gtad.csv,1.0,0.14,0.45,0.1,1.0,0.4,0.37,0.35,0.18,0.27,0.24,0.0,0.25,0.22
jaxen.csv,1.0,0.88,0.64,0.9,1.0,1.0,0.83,0.71,0.38,0.73,0.58,0.64,0.93,0.75
jruby.csv,0.5,0.12,0.36,0.1,0.0,0.6,0.83,0.35,0.0,0.82,0.18,0.36,0.75,0.97
jsr308-langtools.csv,1.0,0.8,0.91,0.9,1.0,1.0,0.93,1.0,0.58,1.0,0.91,0.36,0.88,0.44
kaffeine.csv,1.0,0.84,0.73,0.1,1.0,0.8,1.0,1.0,0.98,0.5,0.7,0.5,0.4,0.78
oorexx.csv,0.0,0.51,0.82,0.6,1.0,0.0,0.3,0.06,0.52,0.5,0.55,0.27,0.24,0.61
qedo.csv,0.0,0.45,0.09,0.0,0.0,0.0,0.17,0.59,0.29,0.14,0.52,0.82,0.04,0.39
sarasvati.csv,0.5,0.12,0.82,0.0,1.0,0.8,0.63,0.47,0.48,0.41,0.27,0.23,0.33,0.08
taokgame.csv,0.5,0.1,0.09,1.0,0.0,0.2,0.23,0.18,0.38,0.18,0.18,0.0,0.06,0.25
zabbix.csv,1.0,0.51,0.73,0.3,0.0,0.4,0.5,0.12,0.43,0.23,0.45,0.09,0.48,0.42
