,gtad.csv,kaffeine.csv,sarasvati.csv,taokgame.csv,scen-connect.csv,jaxen.csv,jsr308-langtools.csv,continuum-ide.csv,zabbix.csv,carabiner.csv,free-evolution.csv,qedo.csv,jruby.csv,oorexx.csv
carabiner.csv,0.34,0.38,0.75,0.4,0.41,0.38,0.47,0.29,0.4,0.52,0.41,0.33,0.45,0.36
continuum-ide.csv,0.88,0.85,0.89,0.9,0.5,0.89,0.58,0.4,0.97,0.0,0.84,0.48,0.77,0.58
free-evolution.csv,0.41,0.62,0.52,0.39,0.51,0.63,0.36,0.32,0.91,0.38,0.67,0.41,0.44,0.38
gtad.csv,0.62,0.86,0.65,0.9,0.5,0.88,0.55,0.47,0.92,0.75,0.68,0.54,0.61,0.67
jaxen.csv,0.4,0.44,0.59,0.76,0.38,0.85,0.47,0.39,0.92,0.49,0.73,0.68,0.47,0.43
jruby.csv,0.88,0.83,0.69,0.6,0.44,0.81,0.46,0.57,0.0,0.44,0.92,0.65,0.57,0.38
jsr308-langtools.csv,0.35,0.38,0.41,0.39,0.37,0.42,0.37,0.29,0.33,0.4,0.45,0.48,0.45,0.52
kaffeine.csv,0.34,0.36,0.43,0.4,0.41,0.35,0.42,0.27,0.36,0.48,0.43,0.32,0.4,0.34
oorexx.csv,0.0,0.4,0.47,0.66,0.4,0.0,0.8,0.88,0.4,0.67,0.45,0.53,0.59,0.46
qedo.csv,0.94,0.72,0.96,0.94,0.88,0.92,0.93,0.64,0.82,0.93,0.7,0.81,0.86,0.75
sarasvati.csv,0.44,0.83,0.7,0.71,0.75,0.41,0.46,0.44,0.39,0.67,0.78,0.38,0.58,0.8
taokgame.csv,0.92,0.8,0.97,0.94,0.68,0.93,0.92,0.89,0.78,0.94,0.91,0.99,0.89,0.73
zabbix.csv,0.4,0.44,0.58,0.68,0.71,0.73,0.6,0.8,0.8,0.69,0.51,0.58,0.7,0.67
