,etics.csv,mcore3d.csv,kvs.csv,ogrehg.csv,genecys.csv,boost.csv,projecteqemu.csv,kftpgrabber.csv
boost.csv,0.92,0.59,0.8,0.79,0.87,0.95,0.89,0.67
etics.csv,0.92,0.19,0.4,0.44,0.71,0.17,0.69,0.73
genecys.csv,0.85,0.86,0.4,0.89,1.0,0.91,0.86,0.97
kftpgrabber.csv,0.46,0.24,0.35,0.42,0.35,0.34,0.44,0.97
kvs.csv,0.15,0.19,0.95,0.24,0.27,0.25,0.69,0.7
mcore3d.csv,0.54,0.99,0.7,0.42,0.66,0.69,0.53,0.63
ogrehg.csv,0.77,0.33,0.3,0.98,0.73,0.42,0.72,0.4
projecteqemu.csv,0.31,0.13,0.05,0.27,0.4,0.21,0.97,0.47
