,etics.csv,mcore3d.csv,kvs.csv,ogrehg.csv,genecys.csv,boost.csv,projecteqemu.csv,kftpgrabber.csv
boost.csv,0.91,0.68,0.74,0.82,0.79,0.05,0.94,0.59
etics.csv,0.08,0.82,0.61,0.6,0.73,0.84,0.52,0.39
genecys.csv,0.87,0.72,0.96,0.79,0.0,0.86,0.72,0.97
kftpgrabber.csv,0.56,0.77,0.67,0.64,0.73,0.68,0.62,0.04
kvs.csv,0.85,0.83,0.05,0.79,0.8,0.78,0.67,0.35
mcore3d.csv,0.73,0.01,0.52,0.74,0.75,0.56,0.7,0.62
ogrehg.csv,0.28,0.69,0.72,0.02,0.43,0.61,0.51,0.62
projecteqemu.csv,0.7,0.88,0.95,0.73,0.61,0.79,0.03,0.54
