,etics.csv,mcore3d.csv,kvs.csv,ogrehg.csv,genecys.csv,boost.csv,projecteqemu.csv,kftpgrabber.csv
boost.csv,0.0,0.0,19.0,1.0,1.0,0.0,0.0,9.0
etics.csv,0.0,1.0,3.0,2.0,2.0,0.0,0.0,5.0
genecys.csv,0.0,1.0,21.0,1.0,0.0,1.0,0.0,24.0
kftpgrabber.csv,2.0,2.0,6.0,2.0,0.0,0.0,2.0,0.0
kvs.csv,0.0,3.0,0.0,12.0,0.0,1.0,0.0,2.0
mcore3d.csv,12.0,0.0,2.0,4.0,1.0,2.0,0.0,10.0
ogrehg.csv,1.0,0.0,6.0,0.0,0.0,0.0,0.0,3.0
projecteqemu.csv,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0
