,etics.csv,mcore3d.csv,kvs.csv,ogrehg.csv,genecys.csv,boost.csv,projecteqemu.csv,kftpgrabber.csv
boost.csv,0.9,0.54,0.71,0.79,0.78,0.0,0.93,0.48
etics.csv,0.0,0.12,0.12,0.21,0.67,0.12,0.42,0.29
genecys.csv,0.86,0.7,0.75,0.78,0.0,0.86,0.71,0.97
kftpgrabber.csv,0.14,0.14,0.17,0.28,0.33,0.15,0.27,0.02
kvs.csv,0.12,0.18,0.0,0.22,0.33,0.22,0.6,0.18
mcore3d.csv,0.57,0.0,0.42,0.46,0.67,0.46,0.51,0.5
ogrehg.csv,0.17,0.18,0.18,0.0,0.33,0.16,0.42,0.16
projecteqemu.csv,0.1,0.14,0.0,0.1,0.11,0.11,0.0,0.08
