,ltp.csv,konversation.csv,moviesandbox.csv,sepgsql.csv,migen.csv,mcmc-jags.csv,cataclysmos.csv,ildjit.csv,opengs.csv,tcl.csv,phonon-vlc-mplayer.csv,openxava.csv,unflobtactical.csv,micomt.csv,nebuladevice.csv,passwordsafe.csv,exl.csv,crux-framework.csv
crux-framework.csv,0.79,0.48,0.09,0.78,0.26,0.07,0.06,0.95,0.3,0.78,0.36,0.01,0.0,0.47,0.23,0.61,0.15,0.11
exl.csv,0.18,0.5,0.57,0.6,0.74,0.31,0.4,0.34,0.55,0.78,0.5,0.81,0.38,0.53,0.58,0.51,0.15,0.88
ildjit.csv,0.13,0.09,0.03,0.06,0.47,0.4,0.04,0.15,0.23,0.05,0.22,0.07,0.42,0.07,0.2,0.05,0.38,0.2
konversation.csv,0.37,0.2,0.14,0.26,0.19,0.31,0.67,0.34,0.17,0.28,0.16,0.64,0.31,0.56,0.51,0.23,0.23,0.36
ltp.csv,0.46,0.92,0.51,0.64,0.4,0.38,0.88,0.6,0.78,0.57,0.57,0.51,0.65,0.32,0.65,0.84,0.85,0.73
mcmc-jags.csv,0.77,0.48,0.71,0.75,0.65,0.17,0.56,0.78,0.64,0.3,0.4,0.98,0.54,0.31,0.72,0.36,0.38,0.78
micomt.csv,0.51,0.57,0.69,0.31,0.72,0.31,0.83,0.59,0.81,0.18,0.47,0.71,0.65,0.19,0.58,0.5,0.85,0.92
migen.csv,0.37,0.22,0.26,0.59,0.26,0.02,0.12,0.35,0.19,0.15,0.22,1.0,0.19,0.2,0.21,0.12,0.46,0.5
moviesandbox.csv,0.07,0.43,0.43,0.08,0.35,0.07,0.17,0.25,0.39,0.08,0.28,0.8,0.46,0.22,0.32,0.13,0.62,0.55
nebuladevice.csv,0.0,0.38,0.14,0.0,0.56,0.31,0.29,0.0,0.25,0.7,0.44,0.47,0.23,0.42,0.24,0.48,0.08,0.61
opengs.csv,0.1,0.24,0.49,0.58,0.37,0.12,0.31,0.31,0.29,0.15,0.25,0.77,0.15,0.27,0.39,0.17,0.46,0.6
openxava.csv,0.4,0.27,0.37,0.3,0.65,0.52,0.35,0.31,0.36,0.68,0.33,0.36,0.38,0.47,0.49,0.23,0.0,0.44
passwordsafe.csv,0.88,0.28,0.57,0.72,0.28,0.1,0.56,0.59,0.44,0.15,0.32,0.95,0.38,0.25,0.65,0.21,0.69,0.83
phonon-vlc-mplayer.csv,0.68,0.38,0.49,0.44,0.35,0.0,0.35,0.66,0.53,0.1,0.14,0.53,0.23,0.08,0.24,0.15,0.31,0.44
sepgsql.csv,0.3,0.24,0.46,0.34,0.3,0.14,0.12,0.45,0.64,0.05,0.12,0.6,0.15,0.34,0.06,0.14,0.38,0.55
tcl.csv,0.48,0.53,0.77,0.0,0.7,1.0,0.67,0.49,0.75,0.38,0.76,0.81,0.69,0.02,0.69,0.75,0.54,0.83
unflobtactical.csv,0.04,0.42,0.57,0.03,0.51,0.17,0.5,0.26,0.88,0.05,0.19,0.8,0.27,0.17,0.21,0.25,0.62,0.91
