,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,httpcontentparser.csv,jaxlib.csv,bibedt.csv,unflobtactical.csv,snakeyaml.csv,impala.csv,cascading.csv,dataobjectsdotnet.csv,loki-lib.csv,exl.csv
avifile.csv,0.86,0.18,0.96,1.08,0.88,0.64,0.97,0.67,0.71,0.57,0.95,0.98,0.87,0.72,0.54,0.82,0.81,0.71,0.98,1.09
baadengine.csv,0.29,0.94,1.05,0.8,0.54,0.76,1.0,0.86,0.99,0.54,0.81,0.96,0.98,0.89,0.41,0.97,0.55,0.75,1.0,0.7
bibedt.csv,0.9,0.83,1.11,0.43,0.6,0.69,0.48,0.71,0.7,0.73,0.44,0.5,0.53,0.6,0.89,0.81,0.67,0.76,0.74,0.56
cascading.csv,0.64,0.8,1.04,0.48,0.59,0.68,0.58,0.67,0.61,0.57,0.63,0.94,0.48,0.58,0.59,0.86,0.54,0.67,0.65,0.5
dataobjectsdotnet.csv,0.87,0.91,1.08,0.37,0.63,0.85,0.38,0.6,0.82,0.99,0.65,1.04,0.69,0.72,0.71,0.77,0.57,0.53,0.7,1.0
exl.csv,0.72,0.88,1.01,0.76,0.6,0.83,0.43,0.71,0.72,0.83,0.56,1.01,0.59,0.62,0.8,0.78,0.84,0.7,0.85,0.25
gogoego.csv,0.59,1.02,1.13,0.52,0.65,0.91,0.64,0.59,0.86,0.82,0.63,0.61,0.69,0.59,0.91,0.86,0.94,0.65,0.67,0.37
httpcontentparser.csv,0.8,0.92,0.84,1.06,0.6,0.97,0.93,0.65,0.85,0.77,0.36,0.88,0.63,0.62,0.79,0.69,0.73,0.73,0.7,0.65
impala.csv,0.96,0.65,0.86,0.35,0.79,0.68,0.62,0.79,0.72,0.83,0.86,1.06,0.55,0.76,0.89,0.56,0.83,0.75,0.8,0.58
jaxlib.csv,0.73,0.87,0.91,1.19,0.71,0.64,0.55,0.64,0.83,0.77,0.58,0.06,0.55,0.41,0.9,0.78,0.59,0.77,0.64,0.47
jgameai.csv,1.0,0.37,0.99,1.0,0.91,0.43,1.0,0.88,0.94,0.9,0.93,0.53,0.93,0.96,1.0,0.79,0.92,0.93,1.0,1.0
jhotdraw.csv,0.6,0.52,0.79,0.47,0.85,0.65,1.0,0.89,0.47,0.78,0.71,0.71,1.0,0.86,0.6,0.86,0.66,0.86,0.93,0.72
loki-lib.csv,0.64,0.68,1.03,0.77,0.5,0.74,0.87,0.66,0.72,0.54,0.59,0.68,0.68,0.72,0.79,0.63,0.72,0.76,0.38,0.78
patterntesting.csv,0.92,0.99,1.0,1.0,0.69,0.98,0.78,0.96,0.9,0.43,0.96,0.85,0.69,0.81,0.97,0.88,0.88,0.8,0.81,0.85
pokeglobal.csv,0.81,0.72,1.0,0.21,0.36,0.87,0.99,0.61,0.88,0.69,0.46,1.2,0.88,0.78,0.88,0.7,0.54,0.54,0.78,0.65
snakeyaml.csv,0.86,1.04,0.86,0.2,0.59,0.85,0.81,0.78,0.49,0.7,0.56,1.05,0.72,0.8,0.37,0.97,0.72,0.71,0.86,0.52
unflobtactical.csv,0.76,0.68,1.0,0.69,0.63,0.95,0.6,0.74,0.83,0.32,0.55,0.78,0.55,0.38,0.61,0.82,0.54,0.68,0.51,0.58
werx.csv,0.99,0.86,0.03,1.0,0.97,0.98,1.0,0.95,1.0,1.0,0.99,1.0,1.0,1.0,0.99,0.96,0.97,1.0,1.0,0.96
zealos.csv,0.79,0.61,0.81,1.03,0.93,0.77,0.43,0.82,0.81,0.68,0.9,1.04,1.0,0.8,0.96,1.0,0.72,0.93,0.85,0.98
