,opde.csv,mb-unit.csv,chipster.csv,delphilhlplib.csv,ivataopenportal.csv,pamguard.csv,jppf-project.csv,bigdata.csv,kolmafia.csv,quark.csv,tigermud.csv,emite.csv,l2j.csv,stajistics.csv,hydrate.csv,jfreechart.csv
bigdata.csv,0.49,0.43,0.13,0.54,0.3,0.67,0.36,0.99,0.68,0.31,0.54,0.11,0.36,0.27,0.5,0.02
chipster.csv,0.35,0.43,0.98,0.69,0.42,0.55,0.69,0.58,0.61,0.25,0.61,0.34,0.36,0.09,0.56,0.0
delphilhlplib.csv,0.14,0.69,0.46,1.0,0.23,0.42,0.46,0.58,0.48,0.22,0.44,0.38,0.39,0.47,0.61,0.05
emite.csv,0.58,0.43,0.44,0.48,0.42,0.62,0.59,0.56,0.54,0.12,0.66,0.98,0.55,0.44,0.42,0.0
hydrate.csv,0.48,0.46,0.43,0.77,0.43,0.55,0.7,0.61,0.6,0.36,0.6,0.32,0.43,0.38,0.97,0.0
ivataopenportal.csv,0.23,0.56,0.45,0.72,0.99,0.61,0.45,0.66,0.51,0.38,0.5,0.29,0.59,0.43,0.5,0.0
jppf-project.csv,0.53,0.87,0.54,0.8,0.65,0.75,1.0,0.89,0.7,0.31,0.77,0.61,0.83,0.44,0.78,0.02
kolmafia.csv,0.37,0.45,0.5,0.51,0.42,0.59,0.63,0.44,0.99,0.26,0.31,0.15,0.17,0.24,0.75,0.03
l2j.csv,0.43,0.75,0.55,0.77,0.44,0.66,0.9,0.77,0.67,0.29,0.67,0.43,0.99,0.49,0.81,0.02
mb-unit.csv,0.45,1.0,0.54,0.52,0.62,0.72,0.81,0.77,0.46,0.29,0.32,0.44,0.82,0.49,0.71,0.02
opde.csv,0.96,0.62,0.36,0.85,0.55,0.43,0.61,0.67,0.48,0.33,0.44,0.56,0.55,0.32,0.61,0.08
pamguard.csv,0.49,0.76,0.48,0.77,0.6,1.0,0.6,0.86,0.7,0.29,0.7,0.39,0.69,0.47,0.62,0.02
quark.csv,0.0,0.13,0.27,0.2,0.0,0.13,0.23,0.19,0.08,0.96,0.0,0.33,0.0,0.0,0.17,0.0
stajistics.csv,0.44,0.58,0.48,0.75,0.31,0.61,0.81,0.74,0.57,0.31,0.76,0.58,0.38,0.98,0.57,0.0
tigermud.csv,0.47,0.67,0.43,0.69,0.55,0.54,0.81,0.79,0.6,0.45,0.96,0.52,0.67,0.52,0.72,0.0
