,opde.csv,mb-unit.csv,chipster.csv,delphilhlplib.csv,ivataopenportal.csv,pamguard.csv,jppf-project.csv,bigdata.csv,kolmafia.csv,quark.csv,tigermud.csv,emite.csv,l2j.csv,stajistics.csv,hydrate.csv,jfreechart.csv
bigdata.csv,0.6,0.32,0.1,0.44,0.26,0.54,0.26,0.98,0.49,0.35,0.49,0.07,0.27,0.24,0.41,0.38
chipster.csv,0.36,0.32,0.96,0.52,0.36,0.49,0.57,0.46,0.59,0.35,0.44,0.3,0.27,0.09,0.5,0.0
delphilhlplib.csv,0.14,0.56,0.5,1.0,0.17,0.35,0.34,0.45,0.46,0.34,0.38,0.33,0.29,0.51,0.52,0.88
emite.csv,0.62,0.33,0.47,0.39,0.37,0.56,0.44,0.42,0.51,0.18,0.57,0.98,0.46,0.45,0.36,0.0
hydrate.csv,0.51,0.35,0.42,0.69,0.37,0.49,0.56,0.5,0.57,0.6,0.54,0.27,0.33,0.35,0.98,0.0
ivataopenportal.csv,0.23,0.45,0.47,0.63,1.0,0.55,0.34,0.53,0.48,0.62,0.44,0.29,0.49,0.57,0.43,0.0
jppf-project.csv,0.0,0.32,0.36,0.47,0.17,0.0,1.0,0.37,0.3,0.38,0.0,0.21,0.27,0.05,0.0,0.05
kolmafia.csv,0.4,0.34,0.46,0.41,0.38,0.53,0.52,0.33,0.98,0.35,0.24,0.12,0.12,0.2,0.7,0.67
l2j.csv,0.47,0.59,0.62,0.0,0.39,0.53,0.75,0.6,0.59,0.48,0.59,0.44,0.98,0.62,0.63,0.49
mb-unit.csv,0.52,1.0,0.59,0.42,0.59,0.44,0.66,0.61,0.43,0.42,0.26,0.47,0.53,0.65,0.63,0.6
opde.csv,0.93,0.45,0.33,0.0,0.55,0.37,0.47,0.54,0.44,0.0,0.35,0.57,0.45,0.43,0.55,0.95
pamguard.csv,0.17,0.58,0.48,0.69,0.52,1.0,0.47,0.65,0.21,0.53,0.0,0.39,0.36,0.62,0.54,0.21
quark.csv,0.0,0.09,0.24,0.13,0.0,0.09,0.16,0.13,0.05,1.0,0.0,0.3,0.0,0.0,0.11,0.0
stajistics.csv,0.53,0.47,0.52,0.64,0.24,0.54,0.36,0.48,0.54,0.54,0.58,0.61,0.29,0.98,0.51,0.0
tigermud.csv,0.54,0.51,0.48,0.22,0.55,0.43,0.53,0.5,0.57,0.75,0.94,0.49,0.57,0.65,0.67,0.0
