,etics.csv,arianne.csv,linuxsh.csv,openmeetings.csv,scite-ru.csv,ifmo-game-1.csv,mvdsv.csv,plato.csv,flexpay.csv,vrjuggler.csv,projecteqemu.csv,uclmda.csv,jcl.csv,chrysalis.csv
arianne.csv,0.44,0.71,0.0,0.71,0.35,0.32,0.0,0.39,0.39,0.13,0.17,0.5,0.57,0.05
chrysalis.csv,0.7,0.44,0.31,0.7,0.55,0.67,0.61,0.43,0.59,0.07,0.65,0.81,0.0,0.8
etics.csv,0.89,0.05,0.11,0.32,0.06,0.47,0.69,0.0,0.32,0.15,0.62,0.01,0.41,0.13
flexpay.csv,0.27,0.55,0.5,0.57,0.46,0.16,0.0,0.52,0.44,0.0,0.31,0.7,0.09,0.37
ifmo-game-1.csv,0.36,0.3,0.0,0.51,0.0,0.93,0.0,0.06,0.34,0.46,0.1,0.3,0.53,0.09
jcl.csv,0.59,0.62,0.09,0.86,0.5,0.58,0.42,0.43,0.49,0.5,0.46,0.69,0.7,0.65
linuxsh.csv,0.1,0.33,0.78,0.3,0.0,0.17,0.0,0.17,0.51,0.0,0.29,0.91,0.39,0.09
mvdsv.csv,0.1,0.01,0.0,0.37,0.33,0.17,0.99,0.37,0.02,0.07,0.32,0.0,0.44,0.09
openmeetings.csv,0.57,0.48,0.31,0.89,0.0,0.61,0.69,0.48,0.61,0.47,0.29,0.35,0.49,0.35
plato.csv,0.35,0.47,0.09,0.2,0.29,0.13,0.0,0.78,0.39,0.0,0.33,0.51,0.26,0.43
projecteqemu.csv,0.69,0.48,0.41,0.72,0.17,0.59,0.67,0.23,0.53,0.15,0.78,0.38,0.66,0.22
scite-ru.csv,0.0,0.6,0.64,0.3,0.55,0.5,0.65,0.59,0.13,0.51,0.59,0.0,0.05,0.56
uclmda.csv,0.1,0.21,0.11,0.17,0.23,0.0,0.0,0.12,0.24,0.0,0.04,0.99,0.17,0.05
vrjuggler.csv,0.36,0.29,0.11,0.28,0.57,0.33,0.96,0.39,0.18,0.62,0.41,0.2,0.52,0.05
