,knowledge.csv,pentahoanalysistool.csv,betoffice.csv,ifmo-game-1.csv,voms.csv,sumatrapdf.csv,projecteqemu.csv
betoffice.csv,0.74,0.86,0.57,0.55,0.63,0.44,0.59
ifmo-game-1.csv,0.75,0.88,0.83,0.78,0.83,0.55,0.75
knowledge.csv,0.42,0.42,0.42,0.46,0.48,0.35,0.34
pentahoanalysistool.csv,0.48,0.53,0.92,0.57,0.65,0.35,0.61
projecteqemu.csv,0.42,0.57,0.83,0.65,0.86,0.49,0.48
sumatrapdf.csv,0.43,0.42,0.49,0.47,0.58,0.56,0.4
voms.csv,0.39,0.42,0.9,0.62,0.74,0.58,0.43
