,jlinalg.csv,psycle.csv,superwaba.csv,wxcrp.csv,fritzing.csv,arianne.csv,playerstage.csv,knowledge.csv,bl-toolkit.csv,gnukeda.csv,enlightenment.csv,massiv.csv,alsa.csv,amateur-scrolls.csv,doomlegacy.csv
alsa.csv,0.7,0.57,0.68,0.42,0.47,0.39,0.69,0.76,0.76,0.49,0.49,0.75,0.69,0.65,0.6
amateur-scrolls.csv,0.4,0.1,0.12,0.35,0.72,0.19,0.48,0.44,0.08,0.15,0.03,0.5,0.02,0.7,0.09
arianne.csv,0.8,0.95,0.78,1.0,0.74,0.7,0.88,0.97,1.0,1.0,0.97,0.75,0.99,0.95,0.92
bl-toolkit.csv,0.4,0.45,0.34,0.55,0.32,0.82,0.43,0.98,0.8,0.77,1.0,0.75,1.0,0.85,0.62
doomlegacy.csv,0.64,0.42,0.74,0.77,0.79,0.57,0.74,0.95,0.36,0.51,0.6,0.75,0.04,0.85,0.79
enlightenment.csv,1.0,1.0,0.36,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.65,1.0,0.84,1.0,1.0
fritzing.csv,0.76,0.65,0.78,0.45,0.72,0.43,0.62,0.84,0.86,0.56,0.63,0.75,0.42,0.25,0.21
gnukeda.csv,0.9,0.57,0.64,0.94,0.9,0.73,0.95,0.48,0.22,0.79,0.52,1.0,0.42,0.75,1.0
jlinalg.csv,0.8,0.37,0.34,0.58,0.67,0.74,0.71,0.55,0.42,0.54,0.62,1.0,0.71,0.95,0.88
knowledge.csv,0.78,0.5,0.78,0.71,0.78,0.57,0.84,0.84,0.78,0.72,0.67,0.75,0.95,0.65,0.89
massiv.csv,0.14,0.01,0.3,0.06,0.33,0.11,0.0,0.0,0.06,0.08,0.0,1.0,0.0,0.6,0.0
playerstage.csv,0.52,0.46,0.6,0.58,0.85,0.48,0.74,0.74,0.46,0.54,0.66,0.75,0.63,0.5,0.28
psycle.csv,0.76,0.63,0.98,0.84,0.9,0.81,0.88,0.92,0.74,0.85,0.81,1.0,0.64,1.0,0.76
superwaba.csv,0.28,0.56,0.7,0.77,0.67,0.38,0.48,0.68,0.62,0.59,0.41,0.75,0.83,0.95,0.5
wxcrp.csv,0.9,0.76,0.96,0.55,0.89,0.87,0.97,0.98,0.78,0.72,0.12,0.75,0.51,0.7,0.84
