,psycle.csv,ildjit.csv,jfreereport.csv,enlightenment.csv,pcsx2.csv,xqilla.csv,wxjs.csv,ffigo.csv,wikipediardware.csv
enlightenment.csv,0.66,0.23,0.13,0.74,0.66,0.02,0.08,0.63,0.73
ffigo.csv,0.73,0.42,0.09,0.0,0.71,0.0,0.0,0.81,0.0
ildjit.csv,0.7,0.5,0.16,0.62,0.65,0.08,0.0,0.8,0.73
jfreereport.csv,0.8,0.12,0.25,0.72,0.84,0.0,0.25,0.8,1.0
pcsx2.csv,0.78,0.13,0.19,0.66,0.81,0.02,0.1,1.0,0.79
psycle.csv,0.78,0.15,0.16,0.61,0.71,0.03,0.1,0.73,0.85
wikipediardware.csv,0.78,0.17,0.13,0.63,0.7,0.03,0.09,0.62,0.9
wxjs.csv,0.67,0.0,0.07,0.0,0.6,0.0,0.31,0.0,0.0
xqilla.csv,0.7,0.29,0.12,0.49,0.68,0.3,0.1,0.5,0.5
