,psycle.csv,ildjit.csv,jfreereport.csv,enlightenment.csv,pcsx2.csv,xqilla.csv,wxjs.csv,ffigo.csv,wikipediardware.csv
enlightenment.csv,1.0,1.0,1.0,0.48,0.99,1.0,1.0,1.0,1.0
ffigo.csv,0.7,0.83,0.84,1.0,0.93,1.0,1.0,0.39,1.01
ildjit.csv,0.65,0.4,0.7,0.76,0.81,0.39,1.03,0.65,0.77
jfreereport.csv,0.89,0.92,0.6,0.8,0.68,1.0,0.75,0.65,0.92
pcsx2.csv,0.56,0.9,0.55,0.59,0.42,0.77,0.7,0.92,0.6
psycle.csv,0.5,0.92,0.72,0.76,0.7,0.91,0.77,0.54,0.51
wikipediardware.csv,0.5,0.89,0.99,0.68,0.73,0.91,0.88,0.76,0.36
wxjs.csv,0.96,1.0,0.94,1.0,0.98,1.11,0.2,1.0,1.0
xqilla.csv,0.72,0.87,0.76,0.92,0.84,0.06,0.63,0.87,0.96
